orderid,productid,userid,rating
1632,202213270,11632,5
1632,202225930,11632,3.3
1632,202227742,11632,2.8
1632,202219301,11632,2.6
1633,202221224,11633,4.6
1633,202218471,11633,2.6
1633,202219942,11633,0
1633,202228142,11633,4.5
1633,202215360,11633,0
1634,202226431,11634,3.1
1634,202213341,11634,3.7
1634,202219117,11634,5
1634,202213270,11634,3.6
1634,202225930,11634,3.3
1635,202227742,11635,3.2
1635,202219301,11635,4
1635,202221224,11635,2.6
1635,202218471,11635,3.3
1635,202219942,11635,2.4
1636,202228142,11636,3
1636,202215360,11636,3.5
1636,202226431,11636,3
1636,202218171,11636,2.5
1636,202227718,11636,2.5
1637,202220596,11637,3.1
1637,202217244,11637,3.5
1637,202224312,11637,0
1637,202222843,11637,4.7
1637,202224384,11637,4.3
1638,202223742,11638,4
1638,202228753,11638,3.7
1638,202218827,11638,3.3
1638,202213114,11638,3.5
1639,202224312,11639,0
1640,202223742,11640,4.6
1642,202227742,11642,4.6
1642,202219301,11642,4.2
1642,202221224,11642,3.1
1642,202218471,11642,2.3
1643,202228142,11643,2.7
1643,202226431,11643,3.5
1643,202213341,11643,3.3
1644,202213270,11644,3.4
1644,202225930,11644,5
1644,202227742,11644,4.3
1644,202219301,11644,3.4
1645,202221224,11645,3.3
1645,202218471,11645,3.9
1645,202219942,11645,4.3
1645,202228142,11645,2.6
1645,202215360,11645,3.6
1646,202226431,11646,2.7
1646,202226766,11646,2.3
1647,202214625,11647,4.8
1647,202225652,11647,4.1
1648,202214869,11648,4.5
1648,202216677,11648,2.7
1648,202219567,11648,4.5
1649,202218736,11649,3.4
1649,202222428,11649,4.4
1650,202226766,11650,2.3
1650,202223539,11650,3.5
1650,202221613,11650,4.5
1651,202214625,11651,4.6
1651,202222242,11651,4.8
1651,202225652,11651,3
1651,202221895,11651,3.9
1651,202215512,11651,4
1652,202214869,11652,2.9
1652,202224806,11652,4.4
1652,202216677,11652,2.3
1655,202225930,11655,3.7
1655,202219301,11655,2.6
1656,202228142,11656,4
1656,202215360,11656,0
1656,202226431,11656,2.4
1657,202223539,11657,3.8
1657,202221613,11657,2.3
1658,202222242,11658,2.5
1658,202225652,11658,3.6
1658,202221895,11658,4.1
1659,202226766,11659,4.8
1659,202218290,11659,3.8
1659,202221613,11659,4
1660,202221895,11660,4.2
1661,202214869,11661,4.7
1661,202228142,11661,4.8
1662,202219117,11662,2.3
1662,202227742,11662,2.2
1662,202219301,11662,2.2
1663,202218471,11663,3.7
1663,202219942,11663,4.1
1663,202228142,11663,5
1663,202215360,11663,2.5
1664,202226431,11664,3.4
1664,202226766,11664,3.1
1664,202221183,11664,2.8
1667,202222242,11667,4
1667,202225652,11667,0
1668,202221895,11668,2.5
1668,202215512,11668,2.5
1668,202214869,11668,3.4
1668,202228142,11668,4
1668,202215360,11668,0
1669,202226431,11669,4.6
1669,202213341,11669,3.7
1669,202219117,11669,4.8
1669,202213270,11669,3.5
1669,202225930,11669,4
1670,202219301,11670,2.9
1670,202219942,11670,3.6
1671,202228142,11671,3.2
1671,202215360,11671,4.2
1671,202226431,11671,4.5
1671,202225694,11671,3.7
1672,202222871,11672,3.9
1672,202225300,11672,3
1672,202223165,11672,2.9
1672,202223980,11672,2.8
1672,202217073,11672,4.7
1673,202220474,11673,2.2
1673,202218292,11673,2.3
1673,202225533,11673,3.7
1673,202213507,11673,4.5
1673,202218677,11673,4.6
1674,202221375,11674,2.8
1675,202229020,11675,3.4
1675,202227995,11675,3.6
1675,202220647,11675,2.7
1676,202226178,11676,2.8
1676,202225694,11676,4.6
1676,202214481,11676,2.2
1677,202222871,11677,3.1
1677,202225300,11677,4.4
1677,202223980,11677,5
1677,202217073,11677,4.6
1678,202220474,11678,4.2
1678,202218292,11678,3.7
1678,202225533,11678,4.7
1678,202213507,11678,4.6
1679,202221375,11679,2.3
1679,202213322,11679,3.4
1679,202228131,11679,3.6
1679,202218486,11679,3.3
1680,202229020,11680,3.3
1680,202227995,11680,5
1680,202218194,11680,4
1680,202220647,11680,4.7
1680,202219608,11680,5
1681,202220888,11681,3.4
1681,202229030,11681,4.3
1681,202225694,11681,3.6
1681,202214481,11681,2.7
1682,202222871,11682,3
1682,202225300,11682,3.2
1682,202223165,11682,2.9
1682,202223980,11682,4.8
1682,202217073,11682,4.3
1683,202220474,11683,2.4
1683,202218292,11683,4.5
1683,202213507,11683,3.9
1686,202226178,11686,4.3
1686,202220888,11686,3.5
1686,202218171,11686,2.9
1686,202227718,11686,3.3
1687,202220596,11687,4.5
1687,202217244,11687,2.7
1687,202224312,11687,3.4
1687,202222843,11687,3.8
1687,202224384,11687,3
1688,202228753,11688,4.1
1688,202218827,11688,2.9
1688,202213114,11688,2.9
1688,202216524,11688,2.5
1689,202218171,11689,2.5
1689,202227718,11689,0
1689,202220596,11689,2.4
1689,202217244,11689,3.1
1689,202224312,11689,2.3
1690,202222843,11690,4
1690,202224384,11690,2.8
1690,202223742,11690,3.9
1690,202228753,11690,0
1690,202218827,11690,4.5
1691,202213114,11691,2.2
1691,202216524,11691,0
1691,202213341,11691,4.7
1691,202219117,11691,3.6
1691,202213270,11691,3
1692,202225930,11692,2.8
1692,202227742,11692,4.4
1692,202219301,11692,4.4
1692,202221224,11692,4.8
1692,202218471,11692,3.3
1693,202219942,11693,3.1
1693,202228142,11693,2.9
1693,202215360,11693,2.9
1693,202226431,11693,0
1693,202213341,11693,5
1694,202219117,11694,3.5
1694,202213270,11694,2.5
1694,202225930,11694,3.9
1694,202227742,11694,2.9
1694,202219301,11694,4.2
1695,202215360,11695,4.1
1696,202226431,11696,3.9
1696,202218171,11696,3.5
1696,202227718,11696,4.5
1696,202220596,11696,4.1
1696,202217244,11696,4.8
1697,202224312,11697,3.6
1697,202222843,11697,0
1697,202224384,11697,2.7
1697,202223742,11697,4.3
1697,202228753,11697,4.5
1698,202218827,11698,2.2
1698,202213114,11698,4.7
1698,202216524,11698,3.5
1698,202218171,11698,2.7
1698,202227718,11698,3.2
1699,202220596,11699,3.3
1699,202217244,11699,3.1
1699,202224312,11699,3.9
1699,202222843,11699,2.6
1699,202224384,11699,2.5
1700,202223742,11700,4.4
1700,202228753,11700,4.6
1700,202218827,11700,3.3
1700,202213114,11700,2.5
1700,202216524,11700,2.7
1701,202213341,11701,3.1
1701,202219117,11701,3.6
1701,202213270,11701,3.4
1701,202225930,11701,4.4
1701,202227742,11701,2.9
1702,202219301,11702,4.3
1702,202221224,11702,5
1702,202218471,11702,0
1702,202219942,11702,3.5
1702,202228142,11702,2.5
1703,202215360,11703,3.1
1703,202226431,11703,3.6
1703,202213341,11703,3.6
1703,202219117,11703,4.2
1703,202213270,11703,3.5
1704,202225930,11704,3.7
1704,202227742,11704,2.8
1704,202221224,11704,0
1704,202218471,11704,0
1705,202219942,11705,4.5
1705,202228142,11705,4.1
1706,202227718,11706,2.7
1706,202220596,11706,2.6
1706,202217244,11706,3.1
1706,202224312,11706,3.9
1706,202222843,11706,4.6
1707,202224384,11707,4
1707,202223742,11707,4.1
1707,202228753,11707,3.7
1707,202218827,11707,4.2
1707,202213114,11707,4.3
1708,202216524,11708,2.4
1708,202218171,11708,2.9
1708,202227718,11708,4.6
1708,202220596,11708,2.4
1708,202217244,11708,4.2
1709,202224312,11709,4
1709,202222843,11709,3.5
1709,202224384,11709,3.1
1709,202223742,11709,4.2
1709,202228753,11709,4.4
1710,202218827,11710,3.1
1710,202213114,11710,3.5
1710,202216524,11710,4.8
1710,202213341,11710,3.9
1710,202219117,11710,2.9
1711,202213270,11711,3.5
1711,202225930,11711,3.5
1711,202227742,11711,4.5
1711,202219301,11711,3.8
1711,202221224,11711,0
1712,202218471,11712,2.7
1712,202219942,11712,0
1712,202228142,11712,4.8
1712,202215360,11712,2.6
1712,202226431,11712,4.1
1713,202213341,11713,2.2
1713,202225930,11713,2.2
1713,202227742,11713,2.6
1714,202219301,11714,4.1
1714,202221224,11714,3.7
1714,202218471,11714,2.3
1714,202228142,11714,3.9
1715,202215360,11715,3
1715,202226431,11715,3.7
1715,202226766,11715,3.5
1715,202221183,11715,3.8
1716,202218290,11716,2.6
1716,202214625,11716,4.4
1716,202222242,11716,3
1716,202225652,11716,0
1717,202221895,11717,2.3
1717,202215512,11717,2.8
1717,202214869,11717,4.1
1717,202224806,11717,3.7
1717,202216677,11717,2.2
1718,202219567,11718,2.2
1718,202218736,11718,2.8
1718,202212302,11718,4.5
1718,202216623,11718,3.6
1718,202221323,11718,4.4
1719,202222428,11719,3.3
1719,202226766,11719,5
1719,202221183,11719,3.5
1719,202223539,11719,3.4
1719,202218290,11719,3.8
1720,202221613,11720,3.2
1720,202214625,11720,3.7
1720,202222242,11720,5
1720,202225652,11720,2.3
1720,202221895,11720,3.7
1721,202215512,11721,2.6
1721,202224806,11721,2.8
1721,202216677,11721,2.9
1721,202219567,11721,3.5
1722,202218736,11722,3.8
1722,202212302,11722,3.1
1722,202216623,11722,3.8
1722,202221323,11722,2.3
1722,202222428,11722,3.8
1723,202228142,11723,4.5
1723,202215360,11723,3.9
1723,202226431,11723,3.8
1723,202213341,11723,3.9
1723,202219117,11723,4.6
1724,202213270,11724,5
1724,202225930,11724,2.2
1724,202227742,11724,3.6
1724,202219301,11724,5
1724,202221224,11724,0
1725,202218471,11725,4.2
1725,202219942,11725,2.6
1725,202228142,11725,4.6
1725,202215360,11725,2.5
1725,202226431,11725,2.6
1726,202226766,11726,3.6
1726,202221183,11726,4
1726,202223539,11726,3.5
1726,202218290,11726,2.4
1726,202221613,11726,2.8
1727,202214625,11727,3
1727,202222242,11727,3.8
1727,202225652,11727,3.9
1727,202221895,11727,4.5
1727,202221323,11727,2.9
1728,202222428,11728,3.9
1728,202226766,11728,3
1728,202221183,11728,2.3
1728,202223539,11728,2.8
1728,202218290,11728,3.7
1729,202221613,11729,3.7
1729,202214625,11729,2.4
1729,202222242,11729,3.4
1729,202225652,11729,4.1
1729,202221895,11729,3.7
1730,202215512,11730,3.1
1730,202214869,11730,2.4
1730,202228142,11730,2.8
1730,202215360,11730,2.9
1730,202226431,11730,2.4
1731,202213341,11731,4.5
1731,202219117,11731,3.8
1731,202213270,11731,3.7
1731,202225930,11731,2.8
1731,202227742,11731,3.7
1732,202219301,11732,3.5
1732,202221224,11732,4.3
1732,202218471,11732,2.8
1732,202219942,11732,2.6
1732,202228142,11732,0
1733,202215360,11733,4.7
1733,202226431,11733,4.3
1733,202226766,11733,3.3
1733,202221183,11733,3.3
1733,202223539,11733,4.1
1734,202218290,11734,3.2
1734,202221613,11734,3.1
1734,202214625,11734,3.6
1734,202222242,11734,4.6
1734,202225652,11734,2.3
1735,202221895,11735,3.8
1735,202221323,11735,2.4
1735,202222428,11735,2.9
1735,202226766,11735,2.8
1735,202221183,11735,2.9
1736,202218290,11736,4.4
1736,202221613,11736,5
1736,202214625,11736,3.5
1736,202222242,11736,3.8
1737,202225652,11737,4.5
1737,202221895,11737,2.4
1737,202215512,11737,3.9
1737,202214869,11737,3.2
1737,202228142,11737,2.9
1738,202215360,11738,2.9
1738,202226431,11738,2.8
1738,202213341,11738,2.6
1738,202219117,11738,2.6
1738,202213270,11738,4
1739,202225930,11739,2.4
1739,202227742,11739,4.1
1739,202219301,11739,2.7
1739,202221224,11739,4.8
1746,202222871,11746,2.6
1746,202225300,11746,2.9
1746,202223165,11746,3.1
1746,202223980,11746,2.9
1747,202217073,11747,3.8
1747,202220474,11747,4.3
1747,202218292,11747,3.7
1747,202225533,11747,0
1747,202213507,11747,2.5
1748,202218677,11748,3.2
1748,202221375,11748,0
1748,202226992,11748,4.7
1748,202213322,11748,3
1748,202228131,11748,3.4
1749,202218486,11749,4.7
1749,202229020,11749,2.7
1749,202227995,11749,4.8
1751,202214481,11751,0
1751,202222871,11751,2.8
1751,202225300,11751,3.2
1751,202223165,11751,4.3
1751,202223980,11751,3.3
1752,202217073,11752,3.5
1752,202220474,11752,4.8
1752,202218292,11752,2.5
1752,202225533,11752,4.4
1752,202213507,11752,2.7
1753,202218677,11753,4.5
1753,202221375,11753,2.9
1753,202226992,11753,3.4
1753,202213322,11753,4.6
1753,202228131,11753,2.4
1754,202218486,11754,4.4
1754,202229020,11754,4.7
1754,202227995,11754,3
1754,202218194,11754,4.2
1754,202220647,11754,3.8
1755,202219608,11755,3.2
1755,202226178,11755,2.9
1755,202220888,11755,3.9
1755,202229030,11755,2.4
1755,202225694,11755,3.4
1756,202214481,11756,2.8
1756,202222871,11756,3.3
1756,202225300,11756,3.9
1756,202223165,11756,3
1756,202223980,11756,4.8
1757,202217073,11757,2.8
1759,202227995,11759,2.9
1759,202218194,11759,3.5
1759,202220647,11759,2.7
1760,202219608,11760,3.5
1760,202226178,11760,4.4
1760,202220888,11760,4
1760,202229030,11760,4.4
1760,202225694,11760,3.1
1761,202214481,11761,2.3
1761,202222871,11761,2.6
1761,202223980,11761,2.8
1762,202217073,11762,4.3
1762,202220474,11762,4.2
1762,202218292,11762,2.8
1762,202225533,11762,4.2
1762,202213507,11762,4.5
1763,202218677,11763,4.6
1763,202221375,11763,4.1
1763,202226992,11763,3.3
1763,202213322,11763,4.2
1763,202228131,11763,2.6
1764,202218486,11764,4.7
1764,202229020,11764,2.2
1764,202227995,11764,2.7
1764,202218194,11764,3.4
1764,202220647,11764,4.1
1765,202219608,11765,3.1
1765,202226178,11765,3.9
1765,202220888,11765,2.4
1765,202229030,11765,2.7
1765,202225694,11765,2.5
1766,202214481,11766,2.2
1766,202222871,11766,4
1766,202225300,11766,4.7
1766,202223165,11766,2.5
1767,202220474,11767,3.9
1767,202218292,11767,3.6
1767,202225533,11767,4.7
1767,202213507,11767,2.6
1768,202218677,11768,3.3
1768,202221375,11768,2.3
1768,202226992,11768,2.4
1768,202213322,11768,4.1
1768,202228131,11768,3.3
1769,202218486,11769,4.8
1769,202229020,11769,4
1769,202227995,11769,3.5
1769,202218194,11769,5
1769,202220647,11769,4.5
1770,202219608,11770,4.6
1770,202226178,11770,5
1770,202220888,11770,2.6
1770,202229030,11770,2.5
1770,202218171,11770,4.2
1771,202227718,11771,4.3
1771,202220596,11771,2.6
1771,202217244,11771,2.3
1771,202224312,11771,2.5
1771,202222843,11771,3.8
1772,202224384,11772,4.8
1772,202223742,11772,3.1
1772,202228753,11772,3.2
1772,202218827,11772,4.5
1772,202213114,11772,3.1
1773,202216524,11773,2.2
1773,202218171,11773,3.8
1773,202227718,11773,3.4
1773,202220596,11773,4.8
1773,202217244,11773,2.8
1774,202224312,11774,3
1774,202222843,11774,3.3
1774,202224384,11774,4.6
1774,202223742,11774,4.6
1774,202228753,11774,3.5
1775,202218827,11775,4.1
1775,202213114,11775,3.9
1775,202216524,11775,2.4
1775,202213341,11775,4.7
1775,202219117,11775,0
1777,202226431,11777,4.6
1778,202213341,11778,4.1
1778,202219117,11778,2.3
1778,202213270,11778,3.9
1778,202225930,11778,2.9
1778,202227742,11778,4.2
1779,202219301,11779,3.4
1779,202221224,11779,2.4
1779,202218471,11779,4.7
1779,202219942,11779,4.3
1779,202228142,11779,0
1780,202215360,11780,3.1
1780,202226431,11780,4.1
1780,202218171,11780,2.7
1780,202227718,11780,4.2
1780,202220596,11780,4.6
1781,202217244,11781,3.7
1781,202224312,11781,2.3
1781,202222843,11781,4
1781,202224384,11781,2.4
1781,202223742,11781,4.4
1782,202228753,11782,2.6
1782,202218827,11782,3.7
1782,202213114,11782,4.6
1782,202216524,11782,3.8
1782,202218171,11782,4.6
1783,202227718,11783,4.5
1783,202220596,11783,3.8
1783,202217244,11783,4.5
1783,202224312,11783,3.9
1783,202222843,11783,5
1784,202224384,11784,2.9
1784,202223742,11784,3.7
1784,202228753,11784,0
1784,202218827,11784,3.2
1784,202213114,11784,4.1
1785,202216524,11785,3.4
1785,202213341,11785,3.4
1785,202219117,11785,4.5
1785,202213270,11785,3.5
1785,202225930,11785,4.5
1786,202227742,11786,3.2
1786,202219301,11786,3.1
1786,202221224,11786,2.7
1786,202218471,11786,3.2
1786,202219942,11786,2.9
1796,202228142,11796,4.8
1796,202215360,11796,4.4
1797,202226431,11797,4.7
1797,202213341,11797,4.7
1797,202219117,11797,3.4
1797,202213270,11797,3.4
1797,202225930,11797,2.6
1798,202227742,11798,3.1
1798,202219301,11798,2.6
1798,202221224,11798,4.1
1798,202218471,11798,4.4
1798,202219942,11798,4.8
1799,202228142,11799,2.7
1799,202215360,11799,4.6
1799,202226431,11799,2.6
1799,202226766,11799,2.8
1799,202221183,11799,3.4
1800,202223539,11800,3.3
1800,202218290,11800,3.7
1800,202221613,11800,4
1800,202214625,11800,3.1
1800,202222242,11800,4.3
1801,202225652,11801,3.1
1801,202221895,11801,3.2
1801,202215512,11801,3.7
1801,202214869,11801,4.8
1801,202224806,11801,4.4
1802,202216677,11802,4.3
1802,202219567,11802,3.1
1802,202218736,11802,4
1802,202212302,11802,3.8
1802,202216623,11802,4
1803,202221323,11803,2.3
1803,202222428,11803,4.8
1803,202226766,11803,4.4
1803,202221183,11803,2.4
1803,202223539,11803,3.4
1804,202218290,11804,3.2
1804,202221613,11804,4.7
1804,202214625,11804,2.4
1804,202222242,11804,3.2
1804,202225652,11804,4.3
1805,202221895,11805,3
1805,202215512,11805,3.8
1805,202214869,11805,3.3
1805,202224806,11805,3.8
1805,202216677,11805,3.8
1806,202219567,11806,2.9
1806,202218736,11806,0
1806,202212302,11806,4.2
1806,202216623,11806,4.7
1806,202221323,11806,4.5
1807,202228142,11807,4.4
1807,202215360,11807,4.8
1807,202226431,11807,4
1808,202219117,11808,0
1808,202213270,11808,4
1808,202225930,11808,0
1808,202227742,11808,3.4
1808,202219301,11808,4.8
1809,202221224,11809,4
1809,202219942,11809,4.4
1809,202228142,11809,3
1809,202215360,11809,4.7
1810,202226431,11810,3.6
1810,202226766,11810,4.3
1810,202221183,11810,4.1
1810,202223539,11810,3.9
1810,202218290,11810,4.2
1811,202221613,11811,3.9
1811,202214625,11811,4.7
1811,202222242,11811,3.8
1811,202225652,11811,4.1
1812,202221323,11812,3.7
1812,202222428,11812,2.4
1812,202226766,11812,3.5
1813,202218290,11813,2.7
1813,202214625,11813,2.9
1813,202222242,11813,4.7
1814,202221895,11814,4.2
1814,202215512,11814,3.5
1815,202213341,11815,2.3
1815,202225930,11815,3.4
1816,202227742,11816,0
1816,202219301,11816,4.1
1816,202221224,11816,4.3
1816,202218471,11816,4.7
1816,202219942,11816,3.5
1817,202228142,11817,2.4
1817,202215360,11817,4.2
1817,202226431,11817,2.8
1817,202226766,11817,3.1
1817,202221183,11817,3
1818,202223539,11818,3.3
1818,202218290,11818,3.2
1818,202221613,11818,4.2
1818,202214625,11818,4.1
1818,202222242,11818,4.6
1819,202225652,11819,2.8
1819,202221895,11819,4.5
1819,202221323,11819,3.4
1819,202222428,11819,4.7
1819,202226766,11819,2.6
1820,202218290,11820,4.6
1820,202221613,11820,2.4
1820,202214625,11820,3.8
1821,202222242,11821,2.4
1821,202225652,11821,2.8
1821,202221895,11821,2.7
1821,202215512,11821,2.8
1821,202214869,11821,4.6
1822,202228142,11822,3.2
1822,202215360,11822,4
1822,202226431,11822,3.1
1822,202213341,11822,3.5
1822,202219117,11822,3.9
1823,202213270,11823,2.5
1823,202225930,11823,4.5
1823,202227742,11823,3.7
1823,202219301,11823,4.1
1823,202221224,11823,4.7
1824,202218471,11824,4.7
1824,202219942,11824,3.7
1824,202228142,11824,3.2
1824,202215360,11824,3.8
1824,202226431,11824,4.8
1825,202218171,11825,4
1825,202227718,11825,2.5
1825,202220596,11825,3.4
1825,202217244,11825,2.7
1825,202224312,11825,4.3
1826,202222843,11826,5
1826,202224384,11826,2.7
1826,202223742,11826,4.5
1826,202228753,11826,2.6
1826,202218827,11826,2.7
1827,202213114,11827,2.8
1827,202216524,11827,4.3
1827,202218171,11827,3.6
1827,202227718,11827,2.8
1827,202220596,11827,0
1828,202217244,11828,3
1828,202224312,11828,2.6
1828,202222843,11828,0
1828,202224384,11828,3.3
1828,202223742,11828,3.7
1829,202228753,11829,4.7
1829,202218827,11829,4.2
1829,202213114,11829,4.4
1829,202216524,11829,4.5
1833,202218471,11833,2.7
1834,202228142,11834,3.5
1834,202215360,11834,4.2
1834,202226431,11834,3.8
1834,202218171,11834,4.4
1834,202227718,11834,3.5
1835,202220596,11835,4.2
1835,202217244,11835,3.7
1835,202224312,11835,5
1835,202222843,11835,3.8
1835,202224384,11835,2.3
1836,202223742,11836,4.8
1836,202228753,11836,3.7
1836,202218827,11836,3.5
1836,202213114,11836,3.1
1836,202216524,11836,3.5
1837,202218171,11837,3.9
1837,202227718,11837,3.9
1837,202220596,11837,4.8
1837,202217244,11837,2.4
1837,202224312,11837,3.8
1838,202222843,11838,3
1838,202224384,11838,4.2
1838,202223742,11838,4.8
1838,202228753,11838,4.5
1838,202218827,11838,4.5
1839,202213114,11839,4.4
1839,202216524,11839,4.8
1839,202213341,11839,2.4
1839,202219117,11839,4.4
1839,202213270,11839,4.3
1840,202225930,11840,4.6
1840,202227742,11840,5
1840,202219301,11840,2.8
1840,202221224,11840,3.6
1840,202218471,11840,2.7
1841,202219942,11841,3.3
1841,202228142,11841,4.7
1841,202215360,11841,2.3
1841,202226431,11841,3.9
1841,202213341,11841,3
1842,202219117,11842,3.2
1842,202213270,11842,2.7
1842,202225930,11842,3.3
1842,202227742,11842,5
1842,202219301,11842,2.4
1843,202221224,11843,3.9
1843,202218471,11843,4.1
1843,202219942,11843,4
1843,202228142,11843,4.2
1843,202215360,11843,3.7
1844,202226431,11844,3.1
1844,202218171,11844,4.3
1844,202227718,11844,4.8
1844,202220596,11844,4.5
1844,202217244,11844,3.1
1845,202224312,11845,4.8
1845,202222843,11845,3.3
1845,202224384,11845,3.1
1845,202223742,11845,2.3
1845,202228753,11845,4.5
1846,202218827,11846,2.8
1846,202213114,11846,3.4
1846,202216524,11846,3.4
1846,202218171,11846,3
1846,202227718,11846,4
1847,202220596,11847,3.9
1847,202217244,11847,4.8
1847,202224312,11847,3.7
1847,202222843,11847,5
1847,202224384,11847,3.9
1848,202223742,11848,4.1
1848,202228753,11848,4
1848,202218827,11848,3.3
1848,202213114,11848,3.8
1848,202216524,11848,2.9
1849,202225930,11849,2.5
1849,202227742,11849,2.4
1850,202219301,11850,4.1
1850,202221224,11850,2.3
1850,202218471,11850,2.3
1850,202219942,11850,3.7
1850,202228142,11850,2.9
1851,202215360,11851,0
1851,202226431,11851,2.6
1851,202213341,11851,3.6
1851,202219117,11851,3
1851,202213270,11851,3.7
1852,202225930,11852,2.3
1852,202227742,11852,2.6
1852,202219301,11852,4.8
1852,202221224,11852,4.1
1852,202218471,11852,2.4
1853,202219942,11853,2.3
1853,202228142,11853,2.2
1853,202215360,11853,3.2
1853,202226766,11853,2.9
1854,202221183,11854,3.7
1854,202223539,11854,4.6
1854,202218290,11854,4.2
1854,202221613,11854,3.1
1854,202214625,11854,4.7
1855,202222242,11855,3.2
1855,202225652,11855,4.4
1855,202221895,11855,4.2
1855,202215512,11855,3.8
1855,202214869,11855,3.3
1856,202224806,11856,2.2
1856,202216677,11856,4.2
1856,202219567,11856,2.6
1856,202218736,11856,3.3
1856,202212302,11856,3.7
1857,202216623,11857,2.9
1857,202221323,11857,3.5
1857,202222428,11857,2.9
1857,202226766,11857,0
1857,202221183,11857,3.8
1858,202223539,11858,3.4
1858,202218290,11858,4.2
1858,202221613,11858,3.9
1858,202214625,11858,2.9
1858,202222242,11858,4.2
1859,202225652,11859,2.4
1859,202221895,11859,4.2
1859,202215512,11859,3.6
1859,202214869,11859,2.8
1859,202224806,11859,3.2
1860,202216677,11860,4.8
1860,202219567,11860,3.1
1860,202218736,11860,4.3
1860,202212302,11860,3.2
1860,202216623,11860,4
1861,202221323,11861,2.5
1861,202222428,11861,4.5
1861,202228142,11861,4.6
1861,202215360,11861,3.4
1861,202226431,11861,0
1862,202213341,11862,2.4
1862,202219117,11862,3.9
1862,202213270,11862,3.8
1862,202225930,11862,3.7
1862,202227742,11862,4.5
1865,202225652,11865,2.3
1867,202221613,11867,2.7
1874,202226766,11874,0
1874,202221183,11874,3.7
1874,202223539,11874,3.9
1874,202218290,11874,4.1
1874,202221613,11874,4.2
1875,202214625,11875,2.6
1875,202222242,11875,2.6
1875,202225652,11875,0
1875,202221895,11875,4.7
1875,202215512,11875,4.6
1876,202214869,11876,4.4
1876,202228142,11876,2.3
1876,202215360,11876,3.8
1876,202226431,11876,2.9
1876,202213341,11876,4.5
1877,202219117,11877,4.8
1877,202213270,11877,2.3
1877,202225930,11877,3.2
1877,202227742,11877,2.5
1877,202219301,11877,3.8
1878,202221224,11878,4.2
1878,202218471,11878,4.2
1878,202219942,11878,3.5
1878,202228142,11878,2.7
1878,202215360,11878,3.2
1879,202226431,11879,4.7
1879,202218171,11879,3.5
1879,202227718,11879,3.9
1879,202220596,11879,3.3
1879,202217244,11879,3.2
1880,202224312,11880,2.6
1880,202222843,11880,3.5
1880,202224384,11880,4.2
1880,202223742,11880,4.7
1880,202228753,11880,4.5
1881,202218827,11881,4.6
1881,202213114,11881,4.7
1881,202216524,11881,2.2
1881,202218171,11881,4.4
1881,202227718,11881,4.7
1882,202220596,11882,3.2
1882,202217244,11882,3.7
1882,202224312,11882,3.6
1882,202222843,11882,4.3
1882,202224384,11882,3.5
1883,202223742,11883,3.1
1883,202228753,11883,2.2
1883,202218827,11883,2.4
1883,202213114,11883,3.8
1883,202216524,11883,3.1
1884,202213341,11884,4.5
1884,202219117,11884,4
1884,202213270,11884,2.6
1884,202225930,11884,3.6
1884,202227742,11884,4.3
1885,202219301,11885,3.1
1885,202221224,11885,3.8
1885,202218471,11885,2.8
1885,202219942,11885,3
1885,202228142,11885,3.9
1886,202215360,11886,2.6
1886,202213341,11886,4.4
1886,202219117,11886,2.7
1887,202225930,11887,2.2
1887,202219301,11887,4
1887,202221224,11887,3.8
1887,202218471,11887,2.4
1888,202219942,11888,2.4
1888,202228142,11888,2.9
1888,202215360,11888,2.5
1888,202226431,11888,5
1888,202218171,11888,2.3
1889,202220596,11889,4.6
1889,202217244,11889,3.3
1889,202222843,11889,4.4
1890,202224384,11890,2.3
1890,202223742,11890,2.6
1890,202228753,11890,2.9
1890,202218827,11890,4
1890,202213114,11890,3.1
1891,202216524,11891,3
1891,202218171,11891,0
1891,202227718,11891,2.5
1891,202220596,11891,3.7
1891,202217244,11891,3
1892,202222843,11892,3.7
1892,202224384,11892,4.4
1892,202223742,11892,4.8
1892,202228753,11892,4
1893,202213114,11893,4.8
1893,202216524,11893,4.4
1893,202213341,11893,4.1
1893,202219117,11893,4.2
1894,202213270,11894,2.7
1894,202225930,11894,3.6
1894,202227742,11894,0
1894,202219301,11894,4.4
1894,202221224,11894,3.3
1895,202218471,11895,2.5
1895,202219942,11895,3.5
1895,202228142,11895,4.1
1895,202215360,11895,2.7
1895,202226431,11895,4.1
1896,202213341,11896,4.4
1896,202219117,11896,3.4
1896,202213270,11896,3.8
1896,202225930,11896,4.1
1896,202227742,11896,3
1897,202219301,11897,5
1897,202221224,11897,4
1897,202218471,11897,3.2
1897,202219942,11897,0
1897,202228142,11897,3.2
1898,202215360,11898,2.5
1898,202226431,11898,3.3
1898,202218171,11898,4.7
1898,202227718,11898,2.6
1898,202220596,11898,3.7
1899,202217244,11899,4.6
1899,202224312,11899,2.8
1899,202222843,11899,2.8
1899,202224384,11899,2.6
1899,202223742,11899,3.7
1900,202228753,11900,5
1900,202218827,11900,3.3
1900,202213114,11900,3.5
1900,202216524,11900,3.6
1900,202218171,11900,3.1
1901,202227718,11901,3.3
1901,202220596,11901,2.4
1901,202224312,11901,2.9
1901,202222843,11901,3.4
1902,202224384,11902,2.5
1902,202223742,11902,3.2
1902,202228753,11902,3
1902,202218827,11902,2.3
1902,202213114,11902,2.8
