,Category,Sub Category,Brand Name,Product Rating,Product Name,Name,Weight,MRP/Unit,Qnty,Unit Qnty,Cost Price,Product ID
310,Home,1,Eveready,1,ERDY DCEL AAA 1012 PK10,ERDY DCEL AAA ,1012 PK10,15.0,2.0,10.0,186.44,202212311.0
311,Home,3,Eveready,3,ERDY R'BLEWCHR 700NIMH BP4C AA,ERDY R'BLEWCHR ,700NIMH BP4C AA,650.0,2.0,1.0,889.06,202212312.0
312,Home,2,Eveready,2,EVEREADY AA 1015 PK10X1,EVEREADY AA ,1015 PK10X1,15.0,2.0,10.0,203.38,202212313.0
313,Home,4,Eveready,4,EVEREADY ALK AA UL TIMA PK6,EVEREADY ALK AA UL TIMA PK,6,35.0,1.0,6.0,133.58,202212314.0
314,Home,5,Eveready,5,EVEREADYALKAAAULTIMAPACK OF 6,EVEREADYALKAAAULTIMAPACK OF ,6,35.0,1.0,6.0,143.22,202212315.0
315,"Food Grains, Oli and Masala",5,Everest,5,EVEREST HING(YELLOW) 50g,EVEREST HING(YELLOW) ,50g,70.0,10.0,1.0,606.7,202212316.0
316,"Food Grains, Oli and Masala",4,Everest,4,EVEREST PANI PURI MASALA 50g,EVEREST PANI PURI MASALA ,50g,31.0,6.0,1.0,161.22,202212317.0
317,Dairy and Bakery ,3,Everyday,3,EVERYDAY DAIRY WHITENER 1kg PCH,EVERYDAY DAIRY WHITENER ,1kg PCH,490.0,2.0,1.0,848.48,202212318.0
318,Dairy and Bakery ,1,Everyday,1,EVERYDAY DAIRY WHITENER 200g,EVERYDAY DAIRY WHITENER ,200g,108.0,8.0,1.0,748.08,202212319.0
319,Dairy and Bakery ,4,Everyday,4,EVERYDAY DAIRY WHITNR 20g PK12,EVERYDAY DAIRY WHITNR ,20g PK12,10.0,2.0,12.0,209.7,202212320.0
320,Beauty,2,Everyuth,2,EVERYUTH WALNUT SCRUB 50 gm,EVERYUTH WALNUT SCRUB ,50 gm,75.0,4.0,1.0,227.0,202212321.0
321,Household ,1,Exo,1,EXO BAR ROUND 700g,EXO BAR ROUND ,700g,67.0,6.0,1.0,288.06,202212322.0
322,Household ,1,Ezee,1,EZEE WINTER WASH 500g,EZEE WINTER WASH ,500g,90.0,4.0,1.0,267.6,202212323.0
323,Beauty,2,Fair & Lovely,2,FAIR & LOVELY MEN'S INSTANT15g,FAIR & LOVELY MEN'S INSTANT,15g,30.0,6.0,1.0,136.2,202212324.0
324,Beauty,5,Fair & Lovely,5,FAIR&LOVELY HOME FACIAL KIT37g,FAIR&LOVELY HOME FACIAL KIT,37g,149.0,3.0,1.0,338.25,202212325.0
325,Beverages,3,Fanta,3,FANTA 2l,FANTA ,2l,90.0,9.0,1.0,485.73,202212326.0
326,Beverages,3,Fanta,3,FANTA 750ml,FANTA ,750ml,40.0,9.0,1.0,212.13,202212327.0
327,Beverages,2,Fanta,2,FANTA 750ml,FANTA ,750ml,40.0,23.0,1.0,542.11,202212328.0
328,Beauty,2,Fiama Di Wills,2,FDW EXOTIC DREAM SOAP 3*125g,FDW EXOTIC DREAM SOAP ,3*125g,140.0,2.0,1.0,219.72,202212329.0
329,Beauty,3,Femsafe,3,FEMSAFE HW BLSM/LMN/PCH 250ml,FEMSAFE HW BLSM/LMN/PCH ,250ml,68.0,2.0,1.0,106.72,202212330.0
330,Gourmet Foods,2,Ferrero,2,FERRERO ROCHER T16,FERRERO ROCHER T,16,529.0,2.0,1.0,777.1,202212331.0
331,Beauty,3,Fiama,3,FIAMA GEL BAR125*4+1MULTI VARI,FIAMA GEL BAR,125*4+1MULTI VARI,259.0,2.0,1.0,399.06,202212332.0
332,Beauty,2,Fiama,2,FIAMA HAND WASH HAPPY 400 ml,FIAMA HAND WASH HAPPY ,400 ml,150.0,2.0,1.0,227.0,202212333.0
333,Beauty,2,Fiama,2,FIAMA SHWRGEL LEMONGRAS 500 ml,FIAMA SHWRGEL LEMONGRAS ,500 ml,399.0,1.0,1.0,307.4,202212334.0
334,Beauty,4,Fiama,4,FIAMA SHWRGEL LEMONGRAS 500 ml,FIAMA SHWRGEL LEMONGRAS ,500 ml,399.0,1.0,1.0,307.4,202212335.0
335,"Food Grains, Oli and Masala",4,Figaro,4,FIGARO OLIVE OIL 500 ml,FIGARO OLIVE OIL ,500 ml,575.0,4.0,1.0,1861.92,202212336.0
336,"Food Grains, Oli and Masala",5,Fine,5,FINE LIFE KACHI MUSTRAD OLI 500 ml,FINE LIFE KACHI MUSTRAD OLI ,500 ml,80.0,6.0,1.0,337.14,202212337.0
337,Household ,1,Fl,1,FL AGARBATTI LAVENDER 20 STICKS,FL AGARBATTI LAVENDER ,20 STICKS,20.0,12.0,1.0,108.96,202212338.0
338,Household ,4,Fl,4,FL AGARBATTI ROSE 20 STICKS,FL AGARBATTI ROSE ,20 STICKS,20.0,12.0,1.0,108.96,202212339.0
339,Household ,1,Fl,1,FL HAND SANITIZER 50 ml,FL HAND SANITIZER ,50 ml,25.0,6.0,1.0,99.12,202212340.0
340,Personal Care,2,Fogg,2,FOGG 1000 SPRAYS ADVENTURE 150 ml,FOGG ,1000 SPRAYS ADVENTURE 150 ml,230.0,2.0,1.0,306.96,202212341.0
341,Personal Care,1,Fogg,1,FOGG 1000 SPRAYS ULTIMATE 150 ml,FOGG ,1000 SPRAYS ULTIMATE 150 ml,230.0,2.0,1.0,306.96,202212342.0
342,Personal Care,4,Fogg,4,FOGG 1000 STATUS 150 ml,FOGG ,1000 STATUS 150 ml,230.0,2.0,1.0,306.96,202212343.0
343,Personal Care,3,Fogg,3,FOGG BLEU SERIES MOUNTAIN 100 ml,FOGG BLEU SERIES MOUNTAIN ,100 ml,255.0,2.0,1.0,354.26,202212344.0
344,Personal Care,4,Fogg,4,FOGG BLEU SERIES SKIES 100 ml,FOGG BLEU SERIES SKIES ,100 ml,255.0,2.0,1.0,354.26,202212345.0
345,Personal Care,5,Fogg,5,FOGG BLEU SERIES SPRING 120 ml,FOGG BLEU SERIES SPRING ,120 ml,255.0,2.0,1.0,340.34,202212346.0
346,Personal Care,3,Fogg,3,FOGG BLK SRS FRSH WOODY DEO 120 ml,FOGG BLK SRS FRSH WOODY DEO ,120 ml,275.0,2.0,1.0,367.02,202212347.0
347,Personal Care,5,Fogg,5,FOGG BLUE SERIES ISLAND 120 ml,FOGG BLUE SERIES ISLAND ,120 ml,255.0,2.0,1.0,354.26,202212348.0
348,Personal Care,3,Fogg,3,FOGG BLUE SERIES OCEAN 120 ml,FOGG BLUE SERIES OCEAN ,120 ml,255.0,4.0,1.0,680.68,202212349.0
349,Personal Care,2,Fogg,2,FOGG IMPERIAL BODY SPRAY (MEN) 150ml,FOGG IMPERIAL BODY SPRAY (MEN) ,150ml,230.0,2.0,1.0,306.96,202212350.0
350,Personal Care,1,Fogg,1,FOGG MASTER AGAR DEO 125 ml,FOGG MASTER AGAR DEO ,125 ml,275.0,2.0,1.0,398.38,202212351.0
351,Personal Care,1,Fogg,1,FOGG MASTER OAK DEO 125 ml,FOGG MASTER OAK DEO ,125 ml,275.0,2.0,1.0,398.38,202212352.0
352,Personal Care,1,Fogg,1,FOGG MASTER PINE DEO 125 ml,FOGG MASTER PINE DEO ,125 ml,274.0,2.0,1.0,398.38,202212353.0
353,Personal Care,3,Fogg,3,FOGG NAPOLEON BODY SPRAY ( MEN) 150ml,FOGG NAPOLEON BODY SPRAY ( MEN) ,150ml,230.0,2.0,1.0,306.96,202212354.0
354,Personal Care,3,Fogg,3,FOGG STAR POLARIS 120 ml,FOGG STAR POLARIS ,120 ml,250.0,2.0,1.0,333.64,202212355.0
355,"Food Grains, Oli and Masala",4,Fortune,4,FORTUNE BESAN 500gm PCH,FORTUNE BESAN ,500gm PCH,55.0,5.0,1.0,180.95,202212356.0
356,"Food Grains, Oli and Masala",5,Fortune,5,FORTUNE CHAKKIFRESH ATTA 10kg ,FORTUNE CHAKKIFRESH ATTA ,10kg ,375.0,2.0,1.0,552.38,202212357.0
357,"Food Grains, Oli and Masala",3,Fortune,3,FORTUNE SOY OIL 1l PP,FORTUNE SOY OIL ,1l PP,135.0,5.0,1.0,509.5,202212358.0
358,"Food Grains, Oli and Masala",4,Fortune,4,FORTUNE SOYA CHUNKS 200 g,FORTUNE SOYA CHUNKS ,200 g,45.0,2.0,1.0,69.64,202212359.0
359,Beverages,2,Frooti,2,FROOTI MANGO 600ml PET,FROOTI MANGO ,600ml PET,38.0,6.0,1.0,175.26,202212360.0
360,Snacks & Namkeen,Branded Snacks,Frylo,3,FRYLO POOCHKAS 50PURI KIT 215g,FRYLO POOCHKAS ,50PURI KIT 215g,200.0,3.0,1.0,272.82,202212361.0
361,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Funfoods,3,FUNFOOD VEG MAYONNAISE 100g SPOUT,FUNFOOD VEG MAYONNAISE ,100g SPOUT,35.0,6.0,1.0,170.46,202212362.0
362,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Funfoods,3,FUNFOODS PEANUT BUTER CRNHY 925gm,FUNFOODS PEANUT BUTER CRNHY ,925gm,284.0,2.0,1.0,411.78,202212363.0
363,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Funfoods,4,FUNFOODS PEANUT BUTT CREMY 925 gm,FUNFOODS PEANUT BUTT CREMY ,925 gm,284.0,2.0,1.0,411.78,202212364.0
364,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Gainda,2,GAINDA WHITE DISINFECTANT 1l,GAINDA WHITE DISINFECTANT ,1l,0.0,2.0,1.0,72.44,202212365.0
365,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Gainda,4,GAINDA WHITE DISINFECTANT 5l,GAINDA WHITE DISINFECTANT ,5l,220.0,2.0,1.0,282.48,202212366.0
366,Beauty,Skin Care,Garnier,4,GARNIER LIGHT COMPLT UVCRM 45g,GARNIER LIGHT COMPLT UVCRM ,45g,135.0,2.0,1.0,175.6,202212367.0
367,Beauty,Skin Care,Garnier,3,GARNIER MEN ACNO FIGHT FW 100 gm,GARNIER MEN ACNO FIGHT FW ,100 gm,190.0,2.0,1.0,275.24,202212368.0
368,Beauty,Skin Care,Garnier,3,GARNIER MEN ACNO FIGHT FW 50 gm,GARNIER MEN ACNO FIGHT FW ,50 gm,99.0,4.0,1.0,264.4,202212369.0
369,Beauty,Skin Care,Garnier,4,GARNIER MEN OIL CLEAR FW 100g,GARNIER MEN OIL CLEAR FW ,100g,180.0,1.0,1.0,134.99,202212370.0
370,Beauty,Skin Care,Garnier,4,GARNIER MEN OIL CLEAR FW 50g,GARNIER MEN OIL CLEAR FW ,50g,99.0,2.0,1.0,132.2,202212371.0
371,Beauty,Skin Care,Garnier,5,GARNIER MEN POWER LIGHT FW 50g,GARNIER MEN POWER LIGHT FW ,50g,99.0,2.0,1.0,132.2,202212372.0
372,Beauty,Skin Care,Garnier,4,GARNIER WC DOUBLE ACTION FW 100 gm,GARNIER WC DOUBLE ACTION FW ,100 gm,165.0,2.0,1.0,239.02,202212373.0
373,Household ,Liquid Detergent,Genteel,5,GENTEEL LIQUID DETRGNT 2kg,GENTEEL LIQUID DETRGNT ,2kg,320.0,2.0,1.0,337.28,202212374.0
374,Personal Care,Grooming and Shaving Care,Gillette,5,GILLETTE GUARD CARTS - 6S,GILLETTE GUARD CARTS - ,6S,50.0,5.0,1.0,170.95,202212375.0
375,Personal Care,Grooming and Shaving Care,Gillette,5,GILLETTE GUARD RAZOR CARTRIDG 3'S,GILLETTE GUARD RAZOR CARTRIDG ,3'S,27.0,8.0,1.0,146.72,202212376.0
376,Personal Care,Grooming and Shaving Care,Gillette,5,GILLETTE MACH 3 CART 4'S,GILLETTE MACH ,3 CART 4'S,499.0,2.0,1.0,748.46,202212377.0
377,Personal Care,Grooming and Shaving Care,Gillette,5,GILLETTE MACH3 START CART 2,GILLETTE MACH,3 START CART 2,220.0,1.0,1.0,171.05,202212378.0
378,Personal Care,Grooming and Shaving Care,Gillette,3,GILLETTE PRESTO INT 5'S PCH RAZOR,GILLETTE PRESTO INT ,5'S PCH RAZOR,88.0,3.0,1.0,173.16,202212379.0
379,Personal Care,Grooming and Shaving Care,Gillette,2,GILLETTE SHAVING FOAM 50g,GILLETTE SHAVING FOAM ,50g,85.0,3.0,1.0,189.57,202212380.0
380,Personal Care,Grooming and Shaving Care,Gillette,3,GILLETTE SMPLVENUS3S DISPOSBLS,GILLETTE SMPLVENUS,3S DISPOSBLS,70.0,3.0,1.0,153.42,202212381.0
381,Personal Care,Grooming and Shaving Care,Gillette,2,GILLETTE VECTOR CARTS - 6S,GILLETTE VECTOR CARTS - ,6S,165.0,2.0,1.0,245.32,202212382.0
382,Personal Care,Grooming and Shaving Care,Gillette,4,GILLETTE VECTOR PLUS 4'S CART,GILLETTE VECTOR PLUS ,4'S CART,110.0,1.0,1.0,84.75,202212383.0
383,Beauty,Skin Care,Glow,4,GLOW & HANDSOME MENS CREAM 50G,GLOW & HANDSOME MENS CREAM ,50G,130.0,3.0,1.0,273.03,202212384.0
384,Beauty,Skin Care,Glow&Lovely,5,GLOW&LOVELY CREAM 25G,GLOW&LOVELY CREAM ,25G,54.0,16.0,1.0,644.16,202212385.0
385,Beauty,Skin Care,Glow&Lovely,4,GLOW&LOVELY CRM 15G PK4,GLOW&LOVELY CRM ,15G PK4,20.0,1.0,4.0,61.63,202212386.0
386,Beverages,Glucose Powder and Tablets & Energy Suppliments,Glucon,5,GLUCON D NIMBU PANI450g REFILL,GLUCON D NIMBU PANI,450g REFILL,160.0,3.0,1.0,369.81,202212387.0
387,Beauty,Hair Care & Hair Oil,Godrej,5,GODREJ EASY HAIR COLOR SH NATURAL BLACK BLK 25 ml,GODREJ EASY HAIR COLOR SH NATURAL BLACK BLK ,25 ml,40.0,6.0,1.0,110.22,202212388.0
388,Beauty,Hair Care & Hair Oil,Godrej,3,Godrej Easy HAIR COLOR SH NATURAL BROWN 25ml,Godrej Easy HAIR COLOR SH NATURAL BROWN ,25ml,40.0,6.0,1.0,110.22,202212389.0
389,Beauty,Hair Care & Hair Oil,Godrej,4,GODREJ EXPERT HAIR COLOR DARK BROWN  20g,GODREJ EXPERT HAIR COLOR DARK BROWN  ,20g,40.0,6.0,1.0,124.44,202212390.0
390,Beauty,Skin Care,Godrej,3,GODREJ NO.1SP SNDL&TURM SOAP100g(4+1),GODREJ NO.,1SP SNDL&TURM SOAP100g(4+1),72.0,4.0,1.0,211.76,202212391.0
391,Household ,Insect Repellent,Good Knight,4,GOOD KNIGHT ACT + LAV REFILL 45 ml,GOOD KNIGHT ACT + LAV REFILL ,45 ml,72.0,3.0,1.0,163.44,202212392.0
392,Household ,Insect Repellent,Good Knight,5,GOOD KNIGHT ACTV+ LAV TWIN PK 90ml,GOOD KNIGHT ACTV+ LAV TWIN PK ,90ml,134.0,3.0,1.0,304.17,202212393.0
393,Household ,Insect Repellent,Good Knight,4,GOOD KNIGHT ACTV+CARTRIDGE 4'S,GOOD KNIGHT ACTV+CARTRIDGE ,4'S,306.0,2.0,1.0,463.06,202212394.0
394,Household ,Insect Repellent,Good Knight,3,GOOD KNIGHT ADV.ACTIVE REF 45ml,GOOD KNIGHT ADV.ACTIVE REF ,45ml,72.0,3.0,1.0,163.44,202212395.0
395,Household ,Insect Repellent,Good Knight,3,GOOD KNIGHT ADVANCED FAST PK 10'S,GOOD KNIGHT ADVANCED FAST PK ,10'S,10.0,60.0,1.0,454.2,202212396.0
396,Household ,Insect Repellent,Good Knight,4,GOOD KNIGHT FLAS COMBI MACH36g,GOOD KNIGHT FLAS COMBI MACH,36g,0.0,3.0,1.0,202.02,202212397.0
397,Household ,Insect Repellent,Good Knight,4,GOOD KNIGHT FLASH REFILL 36g,GOOD KNIGHT FLASH REFILL ,36g,75.0,3.0,1.0,170.25,202212398.0
398,Household ,Insect Repellent,Good Knight,4,GOOD KNIGHT TWIN PCK REFIL72g,GOOD KNIGHT TWIN PCK REFIL,72g,134.0,3.0,1.0,317.79,202212399.0
399,Household ,Insect Repellent,Good Knight,3,GOODKNIT ADV LOW SMOK COIL10'S,GOODKNIT ADV LOW SMOK COIL,10'S,34.0,6.0,1.0,154.38,202212400.0
400,Household ,Insect Repellent,Good Knight,2,GOODNIGHT ADV CARTRIDGE 33% LGR,GOODNIGHT ADV CARTRIDGE ,33% LGR,0.0,3.0,1.0,183.87,202212401.0
401,Household ,Insect Repellent,Good Knight,3,GOODNIGHT ADV CARTRIDGE TWINPK 90ml,GOODNIGHT ADV CARTRIDGE TWINPK ,90ml,0.0,3.0,1.0,284.73,202212402.0
402,"Food Grains, Oli and Masala",Ghee,Gopaljee,5,GOPALJEE ANANDA GHEE 1l CEKA,GOPALJEE ANANDA GHEE ,1l CEKA,510.0,4.0,1.0,1321.44,202212403.0
403,Hygiene and Beauty,Hygiene and Medicine,Gubb,5,GUBB COTTON BALLS NEW 100S,GUBB COTTON BALLS NEW ,100S,119.0,1.0,1.0,69.07,202212404.0
404,Hygiene and Beauty,Hygiene and Medicine,Gubb,5,GUBB COTTON BALLS NEW 50'S,GUBB COTTON BALLS NEW ,50'S,65.0,3.0,1.0,113.19,202212405.0
405,Beauty,Hair Care & Hair Oil,Head & Shoulders,2,H&S ANTI-HAIRFALL SH 180 ml,H&S ANTI-HAIRFALL SH ,180 ml,150.0,2.0,1.0,235.4,202212406.0
406,Beauty,Hair Care & Hair Oil,Head & Shoulders,5,H&S ANTI-HAIRFALL SH 72 ml,H&S ANTI-HAIRFALL SH ,72 ml,68.0,2.0,1.0,106.72,202212407.0
407,Beauty,Hair Care & Hair Oil,Head & Shoulders,4,H&S COOL MENTHOL SH 180 ml,H&S COOL MENTHOL SH ,180 ml,145.0,2.0,1.0,227.56,202212408.0
408,Beauty,Hair Care & Hair Oil,Head & Shoulders,4,H&S COOL MENTHOL SH 72 ml,H&S COOL MENTHOL SH ,72 ml,68.0,2.0,1.0,106.72,202212409.0
409,Beauty,Hair Care & Hair Oil,Head & Shoulders,4,H&S SILKY BLACK SH 170 ml,H&S SILKY BLACK SH ,170 ml,150.0,2.0,1.0,235.4,202212410.0
410,Beauty,Hair Care & Hair Oil,Head & Shoulders,4,H&S SILKY BLACK SH RS4 PK64,H&S SILKY BLACK SH RS,4 PK64,4.0,1.0,64.0,171.53,202212411.0
411,Beauty,Hair Care & Hair Oil,Head & Shoulders,5,H&S SMOOTH & SILKY SH 180 ml,H&S SMOOTH & SILKY SH ,180 ml,150.0,2.0,1.0,235.4,202212412.0
412,Beauty,Hair Care & Hair Oil,Head & Shoulders,3,H&S SMOOTH & SILKY SH 72 ml,H&S SMOOTH & SILKY SH ,72 ml,68.0,2.0,1.0,106.72,202212413.0
413,Beauty,Essential and Aromatic Oils,Hair&Care,2,HAIR&CARE DRY FRUIT OIL 100 ml,HAIR&CARE DRY FRUIT OIL ,100 ml,49.0,3.0,1.0,136.2,202212414.0
414,Beauty,Hair Care & Hair Oil,Hair&Care,2,HAIR&CARE OIL 100 ml,HAIR&CARE OIL ,100 ml,0.0,6.0,1.0,220.14,202212415.0
415,Snacks & Namkeen,Branded Snacks,Haldiram,4,HALDIRAM CHAMCHAM 1kg,HALDIRAM CHAMCHAM ,1kg,210.0,2.0,1.0,363.64,202212416.0
416,Snacks & Namkeen,Branded Snacks,Haldiram's,3,HALDIRAM'S ALU BHUJIA 400g,HALDIRAM'S ALU BHUJIA ,400g,87.0,3.0,1.0,211.83,202212417.0
417,Snacks & Namkeen,Branded Snacks,Haldiram's,3,HALDIRAM'S BHUJIA 40g PK10,HALDIRAM'S BHUJIA ,40g PK10,10.0,2.0,10.0,162.34,202212418.0
418,Snacks & Namkeen,Branded Snacks,Haldiram's,4,HALDIRAM'S CRNFLAKES MXTR 200g,HALDIRAM'S CRNFLAKES MXTR ,200g,67.0,3.0,1.0,163.14,202212419.0
419,Snacks & Namkeen,Branded Snacks,Haldiram's,4,HALDIRAM'S KAJU MIXTURE 200g,HALDIRAM'S KAJU MIXTURE ,200g,75.0,5.0,1.0,304.35,202212420.0
420,Snacks & Namkeen,Branded Snacks,Haldiram's,3,HALDIRAM'S KASMIR MIX 200g,HALDIRAM'S KASMIR MIX ,200g,75.0,4.0,1.0,227.28,202212421.0
421,Snacks & Namkeen,Branded Snacks,Haldiram's,2,HALDIRAM'S KHATTA MEETHA 400g,HALDIRAM'S KHATTA MEETHA ,400g,83.0,3.0,1.0,202.11,202212422.0
422,Snacks & Namkeen,Branded Snacks,Haldiram's,2,HALDIRAM'S MOONG DAL 400g,HALDIRAM'S MOONG DAL ,400g,51.0,3.0,1.0,245.94,202212423.0
423,Snacks & Namkeen,Branded Snacks,Haldiram's,1,HALDIRAM'S MOONG DAL 40g PK10,HALDIRAM'S MOONG DAL ,40g PK10,10.0,2.0,10.0,162.34,202212424.0
424,Snacks & Namkeen,Branded Snacks,Haldiram's,1,HALDIRAM'S NAVRATAN 200g,HALDIRAM'S NAVRATAN ,200g,42.0,6.0,1.0,197.34,202212425.0
425,Snacks & Namkeen,Branded Snacks,Haldiram's,3,HALDIRAM'S NAVRATAN 400g,HALDIRAM'S NAVRATAN ,400g,83.0,3.0,1.0,202.11,202212426.0
426,Snacks & Namkeen,Indian Traditional Sweets ,Haldiram's,2,HALDIRAM'S RASAGULA TIN 1 kg,HALDIRAM'S RASAGULA TIN ,1 kg,210.0,5.0,1.0,900.0,202212427.0
427,Snacks & Namkeen,Branded Snacks,Haldiram's,3,HALDIRAM'S WHITE PEANUT 200g,HALDIRAM'S WHITE PEANUT ,200g,46.0,6.0,1.0,220.02,202212428.0
428,Medical,Adhesives ,Hansaplast,5,HANSAPLAST SILVER HEAL 50g,HANSAPLAST SILVER HEAL ,50g,3.0,4.0,50.0,457.88,202212429.0
429,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,4,HARPIC BATHROOM CLNR 500 ml LEMON,HARPIC BATHROOM CLNR ,500 ml LEMON,0.0,3.0,1.0,206.58,202212430.0
430,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,3,HARPIC FLUSHMATIC TRAY MONO 50 g,HARPIC FLUSHMATIC TRAY MONO ,50 g,74.0,4.0,1.0,224.0,202212431.0
431,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,4,HARPIC FLUSMATIC 100 g TWIN,HARPIC FLUSMATIC ,100 g TWIN,138.0,3.0,1.0,313.26,202212432.0
432,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,2,HARPIC ORGNIC ACTVCITRUS 500 ml,HARPIC ORGNIC ACTVCITRUS ,500 ml,89.0,2.0,1.0,137.14,202212433.0
433,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,3,HARPIC PLATINUM MARINE 500 ml,HARPIC PLATINUM MARINE ,500 ml,99.0,2.0,1.0,152.54,202212434.0
434,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,2,HARPIC POWER 200ml,HARPIC POWER ,200ml,37.0,7.0,1.0,206.57,202212435.0
435,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,2,HARPIC POWER 600 ml,HARPIC POWER ,600 ml,103.0,3.0,1.0,217.38,202212436.0
436,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,2,HARPIC POWER BLUE ARROW 1l,HARPIC POWER BLUE ARROW ,1l,0.0,3.0,1.0,406.35,202212437.0
437,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Harpic,2,HARPICGEMSTAIN BLASTERCITRUS750 ml,HARPICGEMSTAIN BLASTERCITRUS,750 ml,141.0,3.0,1.0,325.89,202212438.0
438,Household ,Devotional Puja Items,Hari Darshan,1,HD CHANDAN DHOOP 16STICKS,HD CHANDAN DHOOP ,16STICKS,25.0,6.0,1.0,117.12,202212439.0
439,Household ,Devotional Puja Items,Hari Darshan,2,HD MORGA DHOOP 16STICKS,HD MORGA DHOOP ,16STICKS,25.0,6.0,1.0,117.12,202212440.0
440,Household ,Devotional Puja Items,Hari Darshan,3,HD ROSE DHOOP 16STICKS,HD ROSE DHOOP ,16STICKS,25.0,7.0,1.0,148.82,202212441.0
441,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Heinz,2,HEINZ TOMATO KETCHUP 900 gm,HEINZ TOMATO KETCHUP ,900 gm,165.0,2.0,1.0,248.32,202212442.0
442,Household ,Devotional Puja Items,Hem,3,HEM Incense Sticks GULAB TALL ECO 100 gm,HEM Incense Sticks GULAB TALL ECO ,100 gm,60.0,4.0,1.0,171.44,202212443.0
443,Household ,Devotional Puja Items,Hem,2,HEM Incense Sticks PREC INTIMATE TALL ECO 100 gm,HEM Incense Sticks PREC INTIMATE TALL ECO ,100 gm,60.0,2.0,1.0,85.72,202212444.0
444,Household ,Devotional Puja Items,Hem,3,HEM Incense Sticks PRECIOUS MUSK AGARBT 100 gm,HEM Incense Sticks PRECIOUS MUSK AGARBT ,100 gm,60.0,2.0,1.0,85.72,202212445.0
445,Household ,Devotional Puja Items,Hem,2,HEM PRECIOUS POP-12 INCENSE SET 216g.,HEM PRECIOUS POP-,12 INCENSE SET 216g.,12.0,1.0,12.0,103.81,202212446.0
446,Household ,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Henko,1,HENKO MATIC FRONT LOAD 2 kg,HENKO MATIC FRONT LOAD ,2 kg,480.0,2.0,1.0,673.02,202212447.0
447,Household ,"Dry Detergent , Liquid Detergent,  Detergent Washing Bar ",Henko,1,HENKO STAIN CPN PWDR 5 kg,HENKO STAIN CPN PWDR ,5 kg,730.0,2.0,1.0,1057.3,202212448.0
448,Gourmet Foods,Exotic Syrups,Hershey,1,HERSHEY SYRUP STRAWBERRY 200 gm,HERSHEY SYRUP STRAWBERRY ,200 gm,90.0,3.0,1.0,187.62,202212449.0
449,Dairy and Bakery ,Exotic Syrups,Hersheys,2,HERSHEYS CARAMEL SYRUP 623 gm,HERSHEYS CARAMEL SYRUP ,623 gm,220.0,3.0,1.0,458.64,202212450.0
450,Dairy and Bakery ,Exotic Syrups,Hersheys,3,HERSHEYS CHOCOLATE SYRUP 1.3kg,HERSHEYS CHOCOLATE SYRUP ,1.3kg,325.0,2.0,1.0,495.76,202212451.0
451,Dairy and Bakery ,Exotic Syrups,Hersheys,4,HERSHEYS MILK BOOSTER 450 gm,HERSHEYS MILK BOOSTER ,450 gm,200.0,3.0,1.0,398.01,202212452.0
452,Beauty,Skin Care,Hexa,2,HEXA SAVALON ADVANCED SOAP 75gX3+1,HEXA SAVALON ADVANCED SOAP ,75gX3+1,0.0,6.0,1.0,411.84,202212453.0
453,Beauty,Skin Care,Himalaya,3,HIMALAYA APRICOT SCRUB 50g,HIMALAYA APRICOT SCRUB ,50g,75.0,3.0,1.0,164.37,202212454.0
454,Beauty,Skin Care,Himalaya,2,HIMALAYA COCOA BUTTR CRM 200 ml,HIMALAYA COCOA BUTTR CRM ,200 ml,270.0,2.0,1.0,401.44,202212455.0
455,Beauty,Skin Care,Himalaya,1,HIMALAYA COCOA BUTTR LTN 100 ml,HIMALAYA COCOA BUTTR LTN ,100 ml,95.0,2.0,1.0,128.64,202212456.0
456,Beauty,Skin Care,Himalaya,3,HIMALAYA FAIRNESS CREAM 25g,HIMALAYA FAIRNESS CREAM ,25g,48.0,6.0,1.0,217.92,202212457.0
457,Beauty,Skin Care,Himalaya,3,HIMALAYA FOOTCRM 10g 30+3'SJAR,HIMALAYA FOOTCRM ,10g 30+3'SJAR,0.0,1.0,1.0,582.3,202212458.0
