orderid,productid,userid,subproductid,totalprice,orderdate,quantity
1208,202221127,11208,5x138 g Multipack ,0,2022-03-25 23:52:36.958531,1
1209,202219611,11209,150 g Pouch,0,2022-03-25 23:52:36.958531,1
1209,202220694,11209,5x135 g Multipack ,0,2022-03-25 23:52:36.958531,1
1209,202220842,11209,150 g Pouch,0,2022-03-25 23:52:36.958531,1
1209,202220150,11209,3x100 g Multipack ,0,2022-03-25 23:52:36.958531,1
1209,202219114,11209,150 g Pouch,0,2022-03-25 23:52:36.958531,1
1210,202219979,11210,150 g Pouch,0,2022-03-25 23:52:36.958531,1
1210,202221088,11210,100 g Carton,0,2022-03-25 23:52:36.958531,1
1210,202220577,11210,3x100 g Multipack ,0,2022-03-25 23:52:36.958531,1
1210,202220815,11210,150 g Pouch,0,2022-03-25 23:52:36.958531,1
1210,202219420,11210,Combo 3 Items,0,2022-03-25 23:52:36.958531,1
1211,202220487,11211,100 g Carton ,0,2022-03-25 23:52:36.958531,1
1211,202219720,11211,100 g Carton,0,2022-03-25 23:52:36.958531,1
1211,202219800,11211,288 g 24 Sticks ,0,2022-03-25 23:52:36.958531,1
1211,202219199,11211,100 g Carton,0,2022-03-25 23:52:36.958531,1
1211,202213373,11211,350 g Pouch,0,2022-03-25 23:52:36.958531,1
1212,202213375,11212,200 g Carton,0,2022-03-25 23:52:36.958531,1
1212,202213374,11212,56.6 g Pouch,0,2022-03-25 23:52:36.958531,1
1212,202213372,11212,210 g Pouch,0,2022-03-25 23:52:36.958531,1
1212,202213372,11212,56.6 g Pouch,0,2022-03-25 23:52:36.958531,1
1212,202213372,11212,56.6 g Pouch,0,2022-03-25 23:52:36.958531,1
1213,202213374,11213,115 g Box,0,2022-03-25 23:52:36.958531,1
1213,202213377,11213,125 g Pouch,0,2022-03-25 23:52:36.958531,1
1213,202213377,11213,350 g Pouch,0,2022-03-25 23:52:36.958531,1
1213,202213376,11213,56.6 g Pouch,0,2022-03-25 23:52:36.958531,1
1213,202213376,11213,56.6 g  ,0,2022-03-25 23:52:36.958531,1
1214,202213377,11214,520 g Carton,0,2022-03-25 23:52:36.958531,1
1214,202213374,11214,150 g  ,0,2022-03-25 23:52:36.958531,1
1214,202213373,11214,150 g ,0,2022-03-25 23:52:36.958531,1
1214,202213372,11214,250 g Carton,0,2022-03-25 23:52:36.958531,1
1214,202213375,11214,150 g  ,0,2022-03-25 23:52:36.958531,1
1215,202213372,11215,56.6 g  ,0,2022-03-25 23:52:36.958531,1
1215,202213373,11215,90 g Carton,0,2022-03-25 23:52:36.958531,1
1215,202213373,11215,150 g ,0,2022-03-25 23:52:36.958531,1
1215,202214399,11215,120 g Pouch,0,2022-03-25 23:52:36.958531,1
1215,202214399,11215,150 g ,0,2022-03-25 23:52:36.958531,1
1216,202214392,11216,190 g Pouch,0,2022-03-25 23:52:36.958531,1
1216,202214393,11216,150 g ,0,2022-03-25 23:52:36.958531,1
1216,202214396,11216,120 g Pouch,0,2022-03-25 23:52:36.958531,1
1216,202214393,11216,150 g ,0,2022-03-25 23:52:36.958531,1
1216,202214398,11216,80 pcs (Get 30% Extra) ,0,2022-03-25 23:52:36.958531,1
1217,202214396,11217,100 pcs Box,0,2022-03-25 23:52:36.958531,1
1217,202214397,11217,200 ml  ,0,2022-03-25 23:52:36.958531,1
1217,202214400,11217,75 g ,0,2022-03-25 23:52:36.958531,1
1217,202225965,11217,125 g  ,0,2022-03-25 23:52:36.958531,1
1217,202225973,11217,125 ml  ,0,2022-03-25 23:52:36.958531,1
1218,202225969,11218,12 pcs ,0,2022-03-25 23:52:36.958531,1
1218,202225957,11218,20 g ,0,2022-03-25 23:52:36.958531,1
1218,202225973,11218,3 pcs ,0,2022-03-25 23:52:36.958531,1
1218,202225964,11218,85 g ,0,2022-03-25 23:52:36.958531,1
1218,202225972,11218,60 ml Bottle ,0,2022-03-25 23:52:36.958531,1
1219,202225975,11219,500 g  ,0,2022-03-25 23:52:36.958531,1
1219,202225964,11219,250 g  ,0,2022-03-25 23:52:36.958531,1
1219,202214342,11219,500 g ,0,2022-03-25 23:52:36.958531,1
1219,202214341,11219,250 g ,0,2022-03-25 23:52:36.958531,1
1220,202214348,11220,500 g ,0,2022-03-25 23:52:36.958531,1
1220,202214348,11220,500 g ,0,2022-03-25 23:52:36.958531,1
1220,202214341,11220,250 g  ,0,2022-03-25 23:52:36.958531,1
1220,202214350,11220,500 g ,0,2022-03-25 23:52:36.958531,1
1220,202214349,11220,500 g  ,0,2022-03-25 23:52:36.958531,1
1221,202214555,11221,250 g  ,0,2022-03-25 23:52:36.958531,1
1221,202214547,11221,500 g ,0,2022-03-25 23:52:36.958531,1
1221,202214553,11221,250 g ,0,2022-03-25 23:52:36.958531,1
1221,202214552,11221,250 g ,0,2022-03-25 23:52:36.958531,1
1221,202214556,11221,250 g ,0,2022-03-25 23:52:36.958531,1
1222,202214556,11222,500 g ,0,2022-03-25 23:52:36.958531,1
1222,202214552,11222,500 g ,0,2022-03-25 23:52:36.958531,1
1223,202214552,11223,200 g ,0,2022-03-25 23:52:36.958531,1
1223,202214552,11223,200 g ,0,2022-03-25 23:52:36.958531,1
1223,202220317,11223,500 g ,0,2022-03-25 23:52:36.958531,1
1223,202219429,11223,200 g ,0,2022-03-25 23:52:36.958531,1
1224,202220820,11224,1 kg ,0,2022-03-25 23:52:36.958531,1
1224,202220214,11224,1 kg ,0,2022-03-25 23:52:36.958531,1
1224,202219100,11224,500 g ,0,2022-03-25 23:52:36.958531,1
1224,202219493,11224,2 kg  ,0,2022-03-25 23:52:36.958531,1
1224,202220314,11224,500 g  ,0,2022-03-25 23:52:36.958531,1
1225,202220376,11225,1 kg ,0,2022-03-25 23:52:36.958531,1
1225,202219103,11225,500 g  ,0,2022-03-25 23:52:36.958531,1
1225,202219900,11225,500 g  ,0,2022-03-25 23:52:36.958531,1
1225,202220985,11225,Combo 3 Items,0,2022-03-25 23:52:36.958531,1
1225,202220326,11225,1 kg ,0,2022-03-25 23:52:36.958531,1
1226,202221155,11226,250 g ,0,2022-03-25 23:52:36.958531,1
1226,202220175,11226,500 g ,0,2022-03-25 23:52:36.958531,1
1226,202220619,11226,500 g ,0,2022-03-25 23:52:36.958531,1
1226,202219302,11226,1 kg  ,0,2022-03-25 23:52:36.958531,1
1226,202219327,11226,500 g ,0,2022-03-25 23:52:36.958531,1
1227,202219552,11227,250 g ,0,2022-03-25 23:52:36.958531,1
1227,202220820,11227,1 kg ,0,2022-03-25 23:52:36.958531,1
1227,202221119,11227,1 kg ,0,2022-03-25 23:52:36.958531,1
1227,202220000,11227,250 g ,0,2022-03-25 23:52:36.958531,1
1228,202219590,11228,500 g  ,0,2022-03-25 23:52:36.958531,1
1228,202219154,11228,200 g ,0,2022-03-25 23:52:36.958531,1
1228,202219281,11228,200 g ,0,2022-03-25 23:52:36.958531,1
1228,202220336,11228,200 g ,0,2022-03-25 23:52:36.958531,1
1228,202220377,11228,1 kg ,0,2022-03-25 23:52:36.958531,1
1230,202222189,11230,15 pcs Box,0,2022-03-25 23:52:36.958531,1
1230,202222194,11230,100 pcs ,0,2022-03-25 23:52:36.958531,1
1230,202222193,11230,100 pcs Pouch,0,2022-03-25 23:52:36.958531,1
1230,202222192,11230,1 kg ,0,2022-03-25 23:52:36.958531,1
1231,202222185,11231,15 g ,0,2022-03-25 23:52:36.958531,1
1231,202222190,11231,40 g ,0,2022-03-25 23:52:36.958531,1
1231,202222184,11231,180 g ,0,2022-03-25 23:52:36.958531,1
1231,202222194,11231,100 g ,0,2022-03-25 23:52:36.958531,1
1231,202222190,11231,100 g ,0,2022-03-25 23:52:36.958531,1
1232,202222189,11232,50 g ,0,2022-03-25 23:52:36.958531,1
1232,202222190,11232,10 pcs ,0,2022-03-25 23:52:36.958531,1
1232,202222188,11232,50 g ,0,2022-03-25 23:52:36.958531,1
1232,202222189,11232,25 g ,0,2022-03-25 23:52:36.958531,1
1232,202212284,11232,75 pcs Pouch,0,2022-03-25 23:52:36.958531,1
1233,202212285,11233,1 Kg ,0,2022-03-25 23:52:36.958531,1
1233,202212289,11233,15 g ,0,2022-03-25 23:52:36.958531,1
1233,202212291,11233,50 pcs Pouch,0,2022-03-25 23:52:36.958531,1
1233,202212287,11233,1 pc Box,0,2022-03-25 23:52:36.958531,1
1233,202212285,11233,100 g ,0,2022-03-25 23:52:36.958531,1
1234,202212285,11234,1 pc ,0,2022-03-25 23:52:36.958531,1
1234,202212289,11234,80 g ,0,2022-03-25 23:52:36.958531,1
1234,202212291,11234,500 g ,0,2022-03-25 23:52:36.958531,1
1234,202212286,11234,50 g ,0,2022-03-25 23:52:36.958531,1
1234,202212282,11234,1 Kg ,0,2022-03-25 23:52:36.958531,1
1235,202212289,11235,500 g ,0,2022-03-25 23:52:36.958531,1
1235,202212293,11235,1 pc ,0,2022-03-25 23:52:36.958531,1
1235,202212280,11235,100 g ,0,2022-03-25 23:52:36.958531,1
1235,202212283,11235,1 pc ,0,2022-03-25 23:52:36.958531,1
1235,202212289,11235,1 pc ,0,2022-03-25 23:52:36.958531,1
1236,202212291,11236,1 pc ,0,2022-03-25 23:52:36.958531,1
1236,202212291,11236,6 pcs ,0,2022-03-25 23:52:36.958531,1
1236,202212282,11236,1 pc ,0,2022-03-25 23:52:36.958531,1
1236,202212283,11236,10 g ,0,2022-03-25 23:52:36.958531,1
1236,202212292,11236,1 pc ,0,2022-03-25 23:52:36.958531,1
1237,202219369,11237,30 g ,0,2022-03-25 23:52:36.958531,1
1237,202219315,11237,1 pc ,0,2022-03-25 23:52:36.958531,1
1237,202219385,11237,1 pc ,0,2022-03-25 23:52:36.958531,1
1237,202219341,11237,1 pc ,0,2022-03-25 23:52:36.958531,1
1237,202219339,11237,1 pc ,0,2022-03-25 23:52:36.958531,1
1238,202219406,11238,1 pc ,0,2022-03-25 23:52:36.958531,1
1238,202219316,11238,6 x 6 Cm ,0,2022-03-25 23:52:36.958531,1
1238,202219389,11238,1 pc ,0,2022-03-25 23:52:36.958531,1
1238,202219407,11238,1 pc ,0,2022-03-25 23:52:36.958531,1
1238,202219397,11238,1 pc ,0,2022-03-25 23:52:36.958531,1
1239,202219301,11239,1 pc ,0,2022-03-25 23:52:36.958531,1
1239,202219312,11239,3 pcs ,0,2022-03-25 23:52:36.958531,1
1239,202219316,11239,3 pcs ,0,2022-03-25 23:52:36.958531,1
1239,202219324,11239,1 pc ,0,2022-03-25 23:52:36.958531,1
1239,202219306,11239,1 pc ,0,2022-03-25 23:52:36.958531,1
1240,202219369,11240,1 pc ,0,2022-03-25 23:52:36.958531,1
1240,202219388,11240,1 pc ,0,2022-03-25 23:52:36.958531,1
1240,202219399,11240,1 pc ,0,2022-03-25 23:52:36.958531,1
1240,202219337,11240,1 pc ,0,2022-03-25 23:52:36.958531,1
1240,202219329,11240,1 pc ,0,2022-03-25 23:52:36.958531,1
1241,202219334,11241,1 pc ,0,2022-03-25 23:52:36.958531,1
1241,202222054,11241,1 pc ,0,2022-03-25 23:52:36.958531,1
1241,202222055,11241,1 pc ,0,2022-03-25 23:52:36.958531,1
1241,202222057,11241,1 pc ,0,2022-03-25 23:52:36.958531,1
1241,202222056,11241,1 pc ,0,2022-03-25 23:52:36.958531,1
1242,202222059,11242,1 pc ,0,2022-03-25 23:52:36.958531,1
1242,202222059,11242,1 pc ,0,2022-03-25 23:52:36.958531,1
1242,202222059,11242,1 pc ,0,2022-03-25 23:52:36.958531,1
1242,202222052,11242,1 pc ,0,2022-03-25 23:52:36.958531,1
1242,202222054,11242,1 pc ,0,2022-03-25 23:52:36.958531,1
1243,202222054,11243,1 pc ,0,2022-03-25 23:52:36.958531,1
1243,202222057,11243,1 pc ,0,2022-03-25 23:52:36.958531,1
1243,202222053,11243,1 pc ,0,2022-03-25 23:52:36.958531,1
1243,202222052,11243,1 pc ,0,2022-03-25 23:52:36.958531,1
1243,202222055,11243,1 pc ,0,2022-03-25 23:52:36.958531,1
1244,202222057,11244,1 pc ,0,2022-03-25 23:52:36.958531,1
1244,202222058,11244,1 pc ,0,2022-03-25 23:52:36.958531,1
1244,202222053,11244,1 pc ,0,2022-03-25 23:52:36.958531,1
1244,202220317,11244,1 pc  ,0,2022-03-25 23:52:36.958531,1
1244,202219429,11244,1 pc ,0,2022-03-25 23:52:36.958531,1
1245,202220820,11245,1 pc ,0,2022-03-25 23:52:36.958531,1
1245,202220214,11245,1 pc ,0,2022-03-25 23:52:36.958531,1
1245,202219100,11245,1 pc ,0,2022-03-25 23:52:36.958531,1
1245,202219493,11245,1 pc ,0,2022-03-25 23:52:36.958531,1
1245,202220314,11245,1 pc ,0,2022-03-25 23:52:36.958531,1
1246,202220376,11246,1 pc ,0,2022-03-25 23:52:36.958531,1
1246,202219103,11246,1 pc ,0,2022-03-25 23:52:36.958531,1
1246,202219900,11246,1 pc ,0,2022-03-25 23:52:36.958531,1
1246,202220985,11246,1 pc ,0,2022-03-25 23:52:36.958531,1
1246,202220326,11246,1 pc ,0,2022-03-25 23:52:36.958531,1
1247,202221155,11247,4 pcs ,0,2022-03-25 23:52:36.958531,1
1247,202220175,11247,1 pc ,0,2022-03-25 23:52:36.958531,1
1247,202220619,11247,1 pc ,0,2022-03-25 23:52:36.958531,1
1247,202219302,11247,1 pc ,0,2022-03-25 23:52:36.958531,1
1247,202219327,11247,1 pc ,0,2022-03-25 23:52:36.958531,1
1248,202219077,11248,1 pc ,0,2022-03-25 23:52:36.958531,1
1248,202219552,11248,2 x 10 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1248,202220820,11248,4 pcs ,0,2022-03-25 23:52:36.958531,1
1248,202221119,11248,4 pcs ,0,2022-03-25 23:52:36.958531,1
1248,202220000,11248,2 x 10 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1249,202219590,11249,2 x 6 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1249,202219154,11249,2 pcs ,0,2022-03-25 23:52:36.958531,1
1249,202219281,11249,2 x 4 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1249,202220336,11249,2 x 4 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1249,202220377,11249,6.5 m  ,0,2022-03-25 23:52:36.958531,1
1250,202219960,11250,6 pcs ,0,2022-03-25 23:52:36.958531,1
1250,202221021,11250,Combo 3 Items,0,2022-03-25 23:52:36.958531,1
1250,202220950,11250,6 pcs ,0,2022-03-25 23:52:36.958531,1
1250,202220144,11250,2 x 2 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1250,202219514,11250,2 x 2 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1251,202221019,11251,1 pc (6 Months Warranty),0,2022-03-25 23:52:36.958531,1
1251,202219185,11251,1 pc ,0,2022-03-25 23:52:36.958531,1
1251,202219580,11251,10 pcs ,0,2022-03-25 23:52:36.958531,1
1251,202220899,11251,1 pc ,0,2022-03-25 23:52:36.958531,1
1251,202220159,11251,1 Pc ,0,2022-03-25 23:52:36.958531,1
1252,202219651,11252,1 pc ,0,2022-03-25 23:52:36.958531,1
1252,202220235,11252,10 pcs ,0,2022-03-25 23:52:36.958531,1
1252,202220858,11252,2 x 10 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1252,202221095,11252,2 x 10 pcs Multipack ,0,2022-03-25 23:52:36.958531,1
1252,202220125,11252,2 pcs ,0,2022-03-25 23:52:36.958531,1
1253,202220650,11253,6 pcs ,0,2022-03-25 23:52:36.958531,1
1253,202221007,11253,12 pcs ,0,2022-03-25 23:52:36.958531,1
1253,202219522,11253,1 pc ,0,2022-03-25 23:52:36.958531,1
1253,202219510,11253,1 pc ,0,2022-03-25 23:52:36.958531,1
1253,202221127,11253,1 pc ,0,2022-03-25 23:52:36.958531,1
1254,202219611,11254,1 pc ,0,2022-03-25 23:52:36.958531,1
1254,202220694,11254,4 pcs  ,0,2022-03-25 23:52:36.958531,1
1254,202220842,11254,1 pc ,0,2022-03-25 23:52:36.958531,1
1254,202220150,11254,1 pc ,0,2022-03-25 23:52:36.958531,1
1254,202219114,11254,4 pcs ,0,2022-03-25 23:52:36.958531,1
1255,202219979,11255,4 pcs ,0,2022-03-25 23:52:36.958531,1
1255,202221088,11255,1 pc ,0,2022-03-25 23:52:36.958531,1
1255,202220577,11255,1 pc ,0,2022-03-25 23:52:36.958531,1
1255,202220815,11255,1 pc ,0,2022-03-25 23:52:36.958531,1
1255,202219420,11255,1 pc ,0,2022-03-25 23:52:36.958531,1
1256,202220487,11256,1 pc ,0,2022-03-25 23:52:36.958531,1
1256,202219720,11256,1 pc ,0,2022-03-25 23:52:36.958531,1
1256,202219800,11256,1 pc ,0,2022-03-25 23:52:36.958531,1
1256,202219199,11256,10 pcs ,0,2022-03-25 23:52:36.958531,1
1256,202213373,11256,1 pc ,0,2022-03-25 23:52:36.958531,1
1257,202213375,11257,6 pcs ,0,2022-03-25 23:52:36.958531,1
1257,202213374,11257,5 pcs ,0,2022-03-25 23:52:36.958531,1
1257,202213372,11257,1 pc ,0,2022-03-25 23:52:36.958531,1
1257,202213372,11257,5 pcs ,0,2022-03-25 23:52:36.958531,1
1257,202213372,11257,8x200 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1258,202213374,11258,3x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1258,202213377,11258,6x200 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1258,202213377,11258,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1258,202213376,11258,3x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1258,202213376,11258,3x250 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1259,202213377,11259,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1259,202213374,11259,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1259,202213373,11259,Combo 2 Items,0,2022-03-25 23:52:36.958531,1
1259,202213372,11259,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1259,202213375,11259,Combo 3 Items,0,2022-03-25 23:52:36.958531,1
1260,202213372,11260,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1260,202213373,11260,200 ml  ,0,2022-03-25 23:52:36.958531,1
1260,202213373,11260,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1260,202214399,11260,1 L  ,0,2022-03-25 23:52:36.958531,1
1260,202214399,11260,Combo 2 Items,0,2022-03-25 23:52:36.958531,1
1261,202214392,11261,3x200 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1261,202214393,11261,2x1 L Multipack ,0,2022-03-25 23:52:36.958531,1
1261,202214396,11261,3x250 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1261,202214393,11261,3x250 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1261,202214398,11261,2x250 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1262,202214396,11262,3x250 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1262,202214397,11262,2x250 ml Multipack ,0,2022-03-25 23:52:36.958531,1
1262,202225965,11262,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1262,202225973,11262,450 g ,0,2022-03-25 23:52:36.958531,1
1263,202225969,11263,450 g ,0,2022-03-25 23:52:36.958531,1
1263,202225957,11263,500 ml ,0,2022-03-25 23:52:36.958531,1
1263,202225973,11263,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1263,202225964,11263,500 ml ,0,2022-03-25 23:52:36.958531,1
1263,202225972,11263,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1264,202225975,11264,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1264,202225964,11264,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1264,202225957,11264,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1264,202214342,11264,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1264,202214341,11264,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1265,202214348,11265,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1265,202214348,11265,500 ml Bottle,0,2022-03-25 23:52:36.958531,1
1265,202214341,11265,500 ml ,0,2022-03-25 23:52:36.958531,1
1265,202214350,11265,500 ml ,0,2022-03-25 23:52:36.958531,1
1265,202214349,11265,500 ml ,0,2022-03-25 23:52:36.958531,1
1266,202214555,11266,500 ml ,0,2022-03-25 23:52:36.958531,1
1266,202214547,11266,500 ml ,0,2022-03-25 23:52:36.958531,1
1266,202214553,11266,500 ml ,0,2022-03-25 23:52:36.958531,1
1267,202214550,11267,200 ml ,0,2022-03-25 23:52:36.958531,1
1267,202214550,11267,1 L ,0,2022-03-25 23:52:36.958531,1
1269,202219100,11269,2x300 g Multipack ,0,2022-03-25 23:52:36.958531,1
1269,202219493,11269,300 g Bag,0,2022-03-25 23:52:36.958531,1
1269,202220314,11269,400 g Bag,0,2022-03-25 23:52:36.958531,1
1270,202220376,11270,2x400 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1270,202219103,11270,300 g Bag,0,2022-03-25 23:52:36.958531,1
1270,202219900,11270,2x300 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1270,202220985,11270,2x400 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1270,202220326,11270,Combo 2 Items,0,2022-03-25 23:52:36.958531,1
1271,202221155,11271,1 Kg Pouch,0,2022-03-25 23:52:36.958531,1
1271,202220175,11271,300 g Bag,0,2022-03-25 23:52:36.958531,1
1271,202220619,11271,300 g Bag,0,2022-03-25 23:52:36.958531,1
1271,202219302,11271,2x400 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1271,202219327,11271,400 g Bag,0,2022-03-25 23:52:36.958531,1
1272,202219077,11272,400 g Bag,0,2022-03-25 23:52:36.958531,1
1272,202220820,11272,3x400 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1272,202221119,11272,2x300 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1272,202220000,11272,400 g Bag,0,2022-03-25 23:52:36.958531,1
1273,202219590,11273,2x300 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1273,202219154,11273,300 g Bag,0,2022-03-25 23:52:36.958531,1
1273,202219281,11273,400 g Bag,0,2022-03-25 23:52:36.958531,1
1273,202220336,11273,300 g Bag,0,2022-03-25 23:52:36.958531,1
1274,202219960,11274,400 g Tin ,0,2022-03-25 23:52:36.958531,1
1274,202222192,11274,2x300 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1274,202222186,11274,400 g Tin Pack,0,2022-03-25 23:52:36.958531,1
1274,202222185,11274,400 g Bag,0,2022-03-25 23:52:36.958531,1
1275,202222194,11275,2x300 g (Multipack) ,0,2022-03-25 23:52:36.958531,1
1275,202222191,11275,300 g Bag,0,2022-03-25 23:52:36.958531,1
1275,202222184,11275,400 g Bag,0,2022-03-25 23:52:36.958531,1
1276,202222193,11276,100 g  ,0,2022-03-25 23:52:36.958531,1
1276,202222190,11276,200 g ,0,2022-03-25 23:52:36.958531,1
1276,202222191,11276,200 g ,0,2022-03-25 23:52:36.958531,1
1276,202222192,11276,200 g Carton,0,2022-03-25 23:52:36.958531,1
1278,202212285,11278,400 g ,0,2022-03-25 23:52:36.958531,1
1279,202212291,11279,250 ml ,0,2022-03-25 23:52:36.958531,1
1279,202212286,11279,2 L ,0,2022-03-25 23:52:36.958531,1
1279,202212282,11279,700 ml ,0,2022-03-25 23:52:36.958531,1
1280,202212289,11280,750 ml ,0,2022-03-25 23:52:36.958531,1
1280,202212293,11280,750 ml ,0,2022-03-25 23:52:36.958531,1
1280,202212280,11280,1 kg ,0,2022-03-25 23:52:36.958531,1
1280,202212283,11280,2 kg ,0,2022-03-25 23:52:36.958531,1
1280,202212289,11280,4 L  ,0,2022-03-25 23:52:36.958531,1
1281,202212291,11281,2 L Can,0,2022-03-25 23:52:36.958531,1
1281,202212291,11281,180 g ,0,2022-03-25 23:52:36.958531,1
1281,202212282,11281,3.4 kg ,0,2022-03-25 23:52:36.958531,1
1281,202212283,11281,1.2 kg (Pack of 3),0,2022-03-25 23:52:36.958531,1
1281,202212292,11281,600 g ,0,2022-03-25 23:52:36.958531,1
1282,202219369,11282,40 pcs ,0,2022-03-25 23:52:36.958531,1
1282,202219315,11282,2 L Can,0,2022-03-25 23:52:36.958531,1
1282,202219385,11282,500 ml ,0,2022-03-25 23:52:36.958531,1
1282,202219341,11282,30 pcs Flow Pack,0,2022-03-25 23:52:36.958531,1
1282,202219339,11282,30 pcs Canister,0,2022-03-25 23:52:36.958531,1
1283,202219406,11283,100 g ,0,2022-03-25 23:52:36.958531,1
1283,202219316,11283,110 pcs ,0,2022-03-25 23:52:36.958531,1
1283,202219389,11283,84 pcs ,0,2022-03-25 23:52:36.958531,1
1283,202219407,11283,567 g Bottle,0,2022-03-25 23:52:36.958531,1
1283,202219397,11283,500 ml ,0,2022-03-25 23:52:36.958531,1
1284,202219301,11284,15 pcs Flow Pack,0,2022-03-25 23:52:36.958531,1
1284,202219312,11284,520 ml ,0,2022-03-25 23:52:36.958531,1
1284,202219316,11284,30 pcs Box,0,2022-03-25 23:52:36.958531,1
1284,202219324,11284,120 g ,0,2022-03-25 23:52:36.958531,1
1284,202219306,11284,250 ml ,0,2022-03-25 23:52:36.958531,1
1285,202219369,11285,200 pcs ,0,2022-03-25 23:52:36.958531,1
1285,202219388,11285,500 ml ,0,2022-03-25 23:52:36.958531,1
1285,202219399,11285,50 g ,0,2022-03-25 23:52:36.958531,1
1285,202219337,11285,100 pcs ,0,2022-03-25 23:52:36.958531,1
1285,202219329,11285,80 g ,0,2022-03-25 23:52:36.958531,1
1286,202219334,11286,1 Set (30ml + 1 Cloth + 1 pouch),0,2022-03-25 23:52:36.958531,1
1286,202222054,11286,50 g ,0,2022-03-25 23:52:36.958531,1
1286,202222055,11286,750 ml ,0,2022-03-25 23:52:36.958531,1
1286,202222057,11286,100 pcs (100 x 20 g each),0,2022-03-25 23:52:36.958531,1
1286,202222056,11286,40 sheets ,0,2022-03-25 23:52:36.958531,1
1287,202222059,11287,70 pcs Pouch,0,2022-03-25 23:52:36.958531,1
1287,202222059,11287,70 pcs (40% Extra Free),0,2022-03-25 23:52:36.958531,1
1287,202222059,11287,400 ml ,0,2022-03-25 23:52:36.958531,1
1287,202222052,11287,500 g (25 Tabs x 20 g each),0,2022-03-25 23:52:36.958531,1
1287,202222054,11287,433 ml ,0,2022-03-25 23:52:36.958531,1
1288,202222054,11288,1 Kg ,0,2022-03-25 23:52:36.958531,1
1288,202222057,11288,300 g ,0,2022-03-25 23:52:36.958531,1
1288,202222053,11288,900 g ,0,2022-03-25 23:52:36.958531,1
1289,202222057,11289,1 pc ,0,2022-03-25 23:52:36.958531,1
1289,202222053,11289,1 pc ,0,2022-03-25 23:52:36.958531,1
1290,202219493,11290,1 pc ,0,2022-03-25 23:52:36.958531,1
1290,202220314,11290,1 pc ,0,2022-03-25 23:52:36.958531,1
1291,202220376,11291,1 pc ,0,2022-03-25 23:52:36.958531,1
1292,202220619,11292,1 pc ,0,2022-03-25 23:52:36.958531,1
1292,202219302,11292,1 pc ,0,2022-03-25 23:52:36.958531,1
1292,202219327,11292,1 pc ,0,2022-03-25 23:52:36.958531,1
1295,202220950,11295,1 pc ,0,2022-03-25 23:52:36.958531,1
1295,202220144,11295,1 pc ,0,2022-03-25 23:52:36.958531,1
1299,202219114,11299,250 g ,0,2022-03-25 23:52:36.958531,1
1300,202219979,11300,200 g  ,0,2022-03-25 23:52:36.958531,1
1300,202221088,11300,500 g ,0,2022-03-25 23:52:36.958531,1
1300,202220577,11300,1 kg ,0,2022-03-25 23:52:36.958531,1
1300,202220815,11300,1 kg  ,0,2022-03-25 23:52:36.958531,1
1300,202219420,11300,200 g ,0,2022-03-25 23:52:36.958531,1
1301,202220487,11301,200 g ,0,2022-03-25 23:52:36.958531,1
