,id,name,price,mrp,variant,stock,image_url
472,GLAFPEU6F44H2Y4Y, colin Glass & Multisurface Cleaner Sparking Shine Boosters, 216.0, 235.0, 1500 ml, 526.0, https://rukminim1.flixcart.com/image/280/280/kf75fgw0/glass-cleaner/y/4/y/1500-glass-cleaner-spray-colin-original-imafvpzz7kz5zbfg.jpeg?q=70
473,CHPETEG7JAHWVJEY, Pringles Sour Cream & Onion Flavour Chips, 89.0, 99.0, 107 g, 468.0, https://rukminim1.flixcart.com/image/280/280/kjbr8280-0/chips/z/q/m/sour-cream-onion-flavour-pringles-original-imafyx3zdgyd2ekq.jpeg?q=70
474,TPSETYD5FZW9CFGY, Closeup Ever Fresh Toothpaste, 76.0, 85.0, 150 g, 846.0, https://rukminim1.flixcart.com/image/280/280/kddf6a80/toothpaste/f/g/y/150-ever-fresh-closeup-original-imafuahye6azzn8g.jpeg?q=70
475,SOPF9FF5TM5CZGQR, santoor Pureglo almond oil and glycerine bathing bar, 226.0, 378.0, 6x125 g, 944.0, https://rukminim1.flixcart.com/image/280/280/kj8wccw0-0/soap/3/b/o/pureglo-glycerine-bathing-bar-santoor-original-imafyuu3mkauqha8.jpeg?q=70
476,JASEUB39MFZPJ4NG, FUN FOODS Mayonnaise Veg 500 g, 119.0, 119.0, 500 g, 721.0, https://rukminim1.flixcart.com/image/280/280/jq5iky80/jam-spread/4/n/g/500-mayonnaise-veg-plastic-bottle-mayonnaise-fun-foods-original-imafc8fwezfm3pfq.jpeg?q=70
477,CMFFH8DHVZTFECGP, Alpenliebe Strawberry Jelly Candy, 50.0, 50.0, 166.5 g, 174.0, https://rukminim1.flixcart.com/image/280/280/kod858w0/candy-mouth-freshener/7/o/o/na-alpenliebe-original-imag2u42hnkzk9tc.jpeg?q=70
478,DAJEUC5GEH8BYWZG, B Natural Litchi, 88.0, 110.0, 1 L, 384.0, https://rukminim1.flixcart.com/image/280/280/kn3i1zk0/drinks-juice/4/l/j/litchi-tetrapack-b-natural-original-imagfugfgnydreht.jpeg?q=70
479,INFFXZVSCXJZQQXX, Lactogrow Nestle Nutritious Milk Drink, 324.0, 360.0, 400 g, 689.0, https://rukminim1.flixcart.com/image/280/280/km9ht3k0/infant-formula/e/y/c/400-nestle-nutritious-milk-drink-lactogrow-original-imagf7ctqyfzsvvv.jpeg?q=70
480,VMCFBJWW89RHDCSG, Bambino Vermicelli 425 g, 45.0, 45.0, 425 g, 227.0, https://rukminim1.flixcart.com/image/280/280/kavefm80/vermicelli/c/s/g/425-vermicelli-hard-wheat-semolina-plain-bambino-original-imafsc8yffzxsnwv.jpeg?q=70
481,FRYEUBYFSGGHEFWG, MOTHER'S RECIPE Sabudana Papad 70 g, 29.0, 29.0, 70 g, 171.0, https://rukminim1.flixcart.com/image/280/280/jdt4n0w0/fryum-papad/f/w/g/70-sabudana-papad-plain-papad-mother-s-recipe-original-imaf2mpgnk7zbxyu.jpeg?q=70
482,CBKFQ3ZFBKDYR9MC, Fair & Handsome Fair and Handsome Fairness Cream(60G) with Face Wash Instant Fairness(100G), 150.0, 300.0, 2 Items in the set, 790.0, https://rukminim1.flixcart.com/image/280/280/kdyus280/combo-kit/9/m/c/fair-and-handsome-fairness-cream-60g-with-face-wash-instant-original-imafurfzfqhgjbph.jpeg?q=70
483,SMPDG2WF7GHZA3ZZ, DOVE Daily Shine Shampoo, 242.0, 255.0, 340 ml, 769.0, https://rukminim1.flixcart.com/image/280/280/jesunbk0/shampoo/3/z/z/340-daily-shine-shampoo-dove-original-imaez6hvhtq4bcgw.jpeg?q=70
484,SCMFT7N7W2QDZA8R, zoff Garam Masala, 44.0, 50.0, 50 g, 280.0, https://rukminim1.flixcart.com/image/280/280/ke8uv0w0/spice-masala/a/8/r/50-garam-masala-whole-pouch-zoff-whole-original-imafuz4yhk4ywvvj.jpeg?q=70
485,ARDF46G4BGDASGJ6, Mountain Dew Plastic Bottle, 35.0, 40.0, 750 ml, Plastic Bottle, 261.0
486,SCMFGYV2SX8BPZMH, Flipkart Supermart Select Cassia Bark (Taj), 101.0, 110.0, 100 g, 135.0, https://rukminim1.flixcart.com/image/280/280/jz1l7rk0/spice-masala/z/m/h/100-cassia-bark-taj-pouch-flipkart-supermart-select-whole-original-imafj52xqmdq5egc.jpeg?q=70
487,MDMEUHK5GHV6RGAX, Pediasure Vanilla Delight Health Drink, 914.0, 975.0, 750 g, 256.0, https://rukminim1.flixcart.com/image/280/280/kdt50nk0/milk-drink-mix/g/a/x/750-vanilla-delight-health-drink-carton-pediasure-original-imafumn5qjjdnr4h.jpeg?q=70
488,PLSF7GH8M4NFCPD4, Tata Sampann Brown Chana (Whole), 63.0, 64.0, 500 g, 424.0, https://rukminim1.flixcart.com/image/280/280/knknc7k0/pulses/c/y/a/kala-chana-chana-tata-sampann-original-imag27vfza5adsua.jpeg?q=70
489,PTFFJJZGWZZ96GHF, Ananda Rich Paneer Paneer, 75.0, 75.0, 200 g, 429.0, https://rukminim1.flixcart.com/image/280/280/kn4xhu80/paneer-tofu/i/6/s/200-rich-paneer-paneer-ananda-original-imagfvpk8g6eefdt.jpeg?q=70
490,RICF4SS3E4WVRXGG, Flipkart Supermart Select Sona Masoori Rice (Steam), 297.0, 300.0, 5 kg, 172.0, https://rukminim1.flixcart.com/image/280/280/k7ksvww0/rice/x/g/g/5-white-steam-sona-masoori-rice-pouch-flipkart-supermart-select-original-imafps7vtzc5aemk.jpeg?q=70
491,CNDD9FZ3FU4XYHZW, DOVE Daily Shine Conditioner, 161.0, 190.0, 180 ml, 382.0, https://rukminim1.flixcart.com/image/280/280/j9pyaa80/conditioner/h/z/w/180-daily-shine-conditioner-dove-original-imaezgj7djfpqjbz.jpeg?q=70
492,NDFF6M58CJPGJY4U, Tulsi Abjosh Lazeez Raisins, 206.0, 305.0, 250 g, 463.0, https://rukminim1.flixcart.com/image/280/280/jxz0brk0/nut-dry-fruit/y/4/u/250-abjosh-lazeez-pouch-tulsi-original-imafgbaakdx5rpfh.jpeg?q=70
493,THBEYDPRAMJGKPPR, Colgate Sensitive Ultra Soft Toothbrush, 90.0, 120.0, Pack of 4, 372.0, https://rukminim1.flixcart.com/image/280/280/keaaavk0/toothbrush/p/p/r/sensitive-4-colgate-ultra-soft-original-imafvye4g94tbqhb.jpeg?q=70
494,JGREU7NN7HZNYJZX, 24 Mantra Organic Powder Jaggery, 76.0, 80.0, 450 g, 406.0, https://rukminim1.flixcart.com/image/280/280/kjvrdzk0/jaggery/y/0/m/powder-powder-pouch-24-mantra-organic-original-imafzcemuewtybtv.jpeg?q=70
495,DEOEUAU3VFZHHPWF, Yardley London Gold Deodorant Spray  -  For Men, 159.0, 199.0, 150 ml, 491.0, https://rukminim1.flixcart.com/image/280/280/joen7gw0/deodorant/p/w/f/150-gold-body-spray-yardley-london-men-original-imafavgn9azehjqx.jpeg?q=70
496,CKBFUDMVGPDZU6DX, PARLE Krackjack, 86.0, 120.0, 16x50 g, 490.0, https://rukminim1.flixcart.com/image/280/280/khkvukw0/cookie-biscuit/6/d/x/800-krackjack-parle-original-imafxk72rh9ctrhh.jpeg?q=70
497,CHCFXMEYHUQEXZFF, Cadbury Dairy Milk Silk Mousse Bars, 148.0, 175.0, 116 g, 125.0, https://rukminim1.flixcart.com/image/280/280/ko8xtow0/chocolate/1/d/m/dairy-milk-silk-mousse-cadbury-original-imag2r22zbdbx3fg.jpeg?q=70
498,PLSEUHQHETWHFEXX, Tata Sampann White Urad Dal (Split), 169.0, 185.0, 1 kg, 170.0, https://rukminim1.flixcart.com/image/280/280/knknc7k0/pulses/y/l/n/urad-dal-urad-dal-tata-sampann-original-imag27vfpn33p6nh.jpeg?q=70
499,MVRFNVEBTKHGF3QJ, MORTEIN Smart Mosquito Vaporiser Refill, 134.0, 149.0, 45 ml, 516.0, https://rukminim1.flixcart.com/image/280/280/kfmv9u80/mosquito-vaporise-refill/3/q/j/smart-liquid-vaporizer-machine-refill-1-8901396502111-mortein-original-imafwfvjkkr3ezhq.jpeg?q=70
500,SCMETEMSJK8MDQCC, Tata Sampann Coriander Powder, 29.0, 31.0, 100 g, 363.0, https://rukminim1.flixcart.com/image/280/280/knknc7k0/spice-masala/f/w/a/coriander-powder-pouch-tata-sampann-powder-original-imag27vhfrceb2ag.jpeg?q=70
501,EDOF8QMGSZABE4EP, Pansari Refined Soyabean Oil Pouch, 166.0, 180.0, 1 L, 674.0, https://rukminim1.flixcart.com/image/280/280/jp1i93k0/edible-oil/4/e/p/1-refined-pouch-soyabean-oil-pansari-original-imafbcpxmzytattd.jpeg?q=70
502,NDLF3QVYHDMWN83S, YIPPEE Mood Masala Instant Noodles Vegetarian, 52.0, 58.0, 260 g, 192.0, https://rukminim1.flixcart.com/image/280/280/kdyus280/noodle/8/3/s/260-mood-masala-instant-noodles-yippee-original-imafurgjcfaus3hy.jpeg?q=70
503,LDGFQHXZQMG64FUN, GENTEEL Washomatic Multi-Fragrance Liquid Detergent, 399.0, 399.0, 1 kg, 308.0, https://rukminim1.flixcart.com/image/280/280/kosxzm80/liquid-detergent/b/x/b/washomatic-genteel-original-imag36dfyvchzxgy.jpeg?q=70
504,CHPFG2BQB7HSKQSD, Bingo Salt Sprinkled Potato Chips, 40.0, 50.0, 100 g, 453.0, https://rukminim1.flixcart.com/image/280/280/k16qzrk0/chips/q/s/d/130-original-style-salt-sprinkled-bingo-original-imafktpkkmyr68gk.jpeg?q=70
505,SOPFQA66Q8JMB7CM, CINTHOL Original Soap, 378.0, 420.0, 12x100 g, 832.0, https://rukminim1.flixcart.com/image/280/280/k87nxjk0/soap/7/c/m/12-1200-original-bath-soap-cinthol-original-imafqa7cjza74tf8.jpeg?q=70
506,WFWEU7NTFQGJEUZY, Dukes Waffy Strawberry Wafer Rolls, 125.0, 250.0, 300 g, 507.0, https://rukminim1.flixcart.com/image/280/280/j3nbwy80/wafer-waffle/u/z/y/300-waffy-rolls-strawberry-wafer-rolls-dukes-original-imaeuqazauzwpm6x.jpeg?q=70
507,SMPEPGKYW9GZWYVT, Clinic Plus Strong & Thick Health Shampoo, 179.0, 189.0, 340 ml, 873.0, https://rukminim1.flixcart.com/image/280/280/jepzrm80/shampoo/y/v/t/340-strong-thick-health-shampoo-clinic-plus-original-imaf3chzdyutrjhs.jpeg?q=70
508,TPSF77BS5VAGHKCD, Dabur Red Gel Toothpaste, 122.0, 170.0, 2x150 g, 580.0, https://rukminim1.flixcart.com/image/280/280/jk1grrk0/toothpaste/k/c/d/300-red-gel-dabur-original-imaf7h2nwdfaqey8.jpeg?q=70
509,CHPEUD7GJQY74KMY, Bingo Salted Potato Chips, 20.0, 20.0, 52 g, 998.0, https://rukminim1.flixcart.com/image/280/280/jeykeq80/chips/k/m/y/52-yumitos-salted-bingo-original-imaf3j7mkhtngapm.jpeg?q=70
510,TEAEZGK98AEG9ACJ, Waghbakri Premium Leaf Tea Pouch, 275.0, 275.0, 500 g Pouch, 211.0, https://rukminim1.flixcart.com/image/280/280/kon887k0/tea/a/u/m/premium-leaf-pouch-regular-tea-waghbakri-leaves-original-imag323ywbk5f787.jpeg?q=70
511,BWSFH4YQYC9RSNZU, DOVE Deeply Nourishing Body Wash, 360.0, 360.0, 800 ml, 224.0, https://rukminim1.flixcart.com/image/280/280/jwkzwy80/body-wash/n/z/u/800-deeply-nourishing-body-wash-dove-original-imafh8h4znbzrwk6.jpeg?q=70
512,CHCFHHUNVZRPRZGG, Cadbury Dairy Milk Silk Roast Almond Bars, 154.0, 175.0, 143 g, 985.0, https://rukminim1.flixcart.com/image/280/280/ko7idu80/chocolate/u/g/s/dairy-milk-silk-roast-almond-cadbury-original-imag2pm2gj5uxcx6.jpeg?q=70
513,JASGYZQMHBTJJAZX, Apis Fruit Blast 700 g, 99.0, 120.0, 700 g, 646.0, https://rukminim1.flixcart.com/image/280/280/kndi4y80/jam-spread/h/b/1/700-fruit-blast-glass-bottle-mixed-fruit-jam-apis-original-imag22dvuzmkfkuq.jpeg?q=70
514,HWSFC9EU3CSCYATK, DETTOL Skincare Hand Wash Refill Pouch, 198.0, 209.0, 1.5 L, 497.0, https://rukminim1.flixcart.com/image/280/280/kit6hzk0/hand-wash-sanitizer/a/t/k/1-5-skincare-liquid-hand-wash-refill-pouch-dettol-original-imafyggscvgfgd4q.jpeg?q=70
515,DEOEUAU3GP9NEDGU, Yardley London Elegance Deodorant Spray  -  For Men, 159.0, 199.0, 150 ml, 379.0, https://rukminim1.flixcart.com/image/280/280/kk1h5e80/deodorant/s/v/x/elegance-deodorant-spray-yardley-london-men-original-imafzgyh8cp3msyn.jpeg?q=70
516,CFEET82S2H2VSY5W, BRU Instant Coffee, 170.0, 170.0, 100 g, 185.0, https://rukminim1.flixcart.com/image/280/280/jb2j98w0/coffee/y/5/w/100-instant-coffee-plastic-bottle-bru-original-imafyg9ymghhtkhp.jpeg?q=70
517,SAMF9EEWDK9MYDHS, Haldiram's Classic Dryfruit Patisa Box, 144.0, 240.0, 400 g, 552.0, https://rukminim1.flixcart.com/image/280/280/jusp3m80/sweet-mithai/d/h/s/400-na-patisa-haldiram-s-original-imaffup2zsjugehg.jpeg?q=70
518,SCMFW25WDQKCDYXW, Regency Cinnamon, 92.0, 125.0, 50 g, 772.0, https://rukminim1.flixcart.com/image/280/280/kjx6tu80/spice-masala/i/d/u/cinnamon-pouch-regency-whole-original-imafzds9gg57tmqx.jpeg?q=70
519,PEREU9GPUJHMRQ75, Enchanteur Charming Body Mist  -  For Women, 157.0, 190.0, 150 ml, 908.0, https://rukminim1.flixcart.com/image/280/280/k83dlzk0/deodorant/q/7/5/150-charming-body-mist-enchanteur-women-original-imafq6v5nqkbvqz5.jpeg?q=70
520,RICFGVBY5YDH7U9M, Flipkart Supermart Select Kolam Rice (Raw), 890.0, 890.0, 10 kg, 288.0, https://rukminim1.flixcart.com/image/280/280/k8q8nm80/rice/a/c/f/10-white-na-hmt-rice-bag-flipkart-supermart-select-original-imafqzcpgcmxwugq.jpeg?q=70
521,SOPFTHVZBTNKPZJZ, LIFEBUOY Total 10, 193.0, 210.0, 7x125 g, 329.0, https://rukminim1.flixcart.com/image/280/280/koixwnk0/soap/k/a/r/total-10-lifebuoy-original-imag2yufajzvb5ez.jpeg?q=70
522,DAJF5WHHEGJFWSHW, Priyagold Fresh Gold Litchi, 64.0, 110.0, 1 L, 205.0, https://rukminim1.flixcart.com/image/280/280/joynde80/drinks-juice/s/h/w/1-fresh-gold-litchi-tetrapack-priyagold-original-imafagwhhshncwrx.jpeg?q=70
523,MSCFUMVRZA8XEJHD, Glow & Lovely Natural Glow, 138.0, 138.0, 50 g, 893.0, https://rukminim1.flixcart.com/image/280/280/kgiaykw0/fairness/j/h/d/50-natural-face-cream-ayurvedic-care-glow-lovely-original-imafwqg5pkqbfj3q.jpeg?q=70
524,FLRF49WH7AZTW6XP, Sreebhog Maida, 46.0, 70.0, 500 g, 498.0, https://rukminim1.flixcart.com/image/280/280/jlv70y80/flour/6/x/p/500-maida-maida-sreebhog-original-imaf8wkgj8hfzjev.jpeg?q=70
525,RMDFJHJ4F2YKAF2D, Tata Q Hot and Spicy Schezwan Noodles with Veggies 290 g, 49.0, 99.0, 290 g, 572.0, https://rukminim1.flixcart.com/image/280/280/kn6cxow0/ready-meal/8/t/g/hot-and-spicy-schezwan-noodles-with-veggies-tata-q-original-imagfwt8fq8wqeqj.jpeg?q=70
526,CNCEVYXFVHBFVGHG, HERSHEY'S Genuine Chocolate Chocolate, 180.0, 200.0, 623 g, 603.0, https://rukminim1.flixcart.com/image/280/280/jq4353k0/concentrate/g/h/g/chocolate-flavor-syrup-hershey-s-original-imafc7agbgfg9qpc.jpeg?q=70
527,MSCFUMVY374HQGGJ, Glow & Lovely Advanced Multi Vitamin, 213.0, 213.0, 110 g, 744.0, https://rukminim1.flixcart.com/image/280/280/kg9qbgw0/moisturizer-cream/g/g/j/110-advanced-multivitamin-face-cream-cream-glow-lovely-original-imafwjmahqzgkrta.jpeg?q=70
528,NDFF7VQCAUACUTMV, Ziofit Indian Long Raisins, 148.0, 165.0, 200 g, 930.0, https://rukminim1.flixcart.com/image/280/280/kgcl7680/nut-dry-fruit/n/d/8/500-indian-long-pouch-ziofit-original-imafwhng7cgphepg.jpeg?q=70
529,SATF5Y8HVAWVYZKT, CHUKDE Black Salt, 24.0, 24.0, 200 g, 635.0, https://rukminim1.flixcart.com/image/280/280/jlo1tow0/salt/z/k/t/200-na-black-salt-chukde-original-imaf8ryfqhz3kzxx.jpeg?q=70
530,CHCEWXEHNUTNFAQU, Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bars, 76.0, 80.0, 55 g, 981.0, https://rukminim1.flixcart.com/image/280/280/kjbr8280-0/chocolate/o/i/a/dairy-milk-silk-fruit-and-nut-chocolate-cadbury-original-imafyx49nf3f3fne.jpeg?q=70
531,INFFXZVSCXJZQQXX, Lactogrow Nestle Nutritious Milk Drink, 324.0, 360.0, 400 g, 450.0, https://rukminim1.flixcart.com/image/280/280/km9ht3k0/infant-formula/e/y/c/400-nestle-nutritious-milk-drink-lactogrow-original-imagf7ctqyfzsvvv.jpeg?q=70
532,PLSFUUSEF9CYYQEX, Chana Dal (Split), 100.0, 130.0, 1 kg, 518.0, https://rukminim1.flixcart.com/image/280/280/kfpq5jk0/pulses/q/e/x/1-chana-dal-chana-dal-unbranded-original-imafw49gj2ctg4xd.jpeg?q=70
533,SMPDAZUREHUFHJST, HIMALAYA Gentle Baby Shampoo, 170.0, 170.0, 200 ml, 634.0, https://rukminim1.flixcart.com/image/280/280/k6jnfrk0/shampoo/y/n/t/400-gentle-baby-shampoo-pack-himalaya-original-imafzzebzanwzwvw.jpeg?q=70
534,EDOEUHJMTEESBZZT, Oleev Imported Pomace Olive Oil Plastic Bottle, 299.0, 899.0, 1 L, 471.0, https://rukminim1.flixcart.com/image/280/280/k7ksvww0/edible-oil/z/z/t/1-imported-pomace-plastic-bottle-olive-oil-oleev-original-imafps8fcmgckmha.jpeg?q=70
535,BWSFH4YQYC9RSNZU, DOVE Deeply Nourishing Body Wash, 360.0, 360.0, 800 ml, 678.0, https://rukminim1.flixcart.com/image/280/280/jwkzwy80/body-wash/n/z/u/800-deeply-nourishing-body-wash-dove-original-imafh8h4znbzrwk6.jpeg?q=70
536,LDTEZ2XR2XPTPMBW, Tide Plus Extra Power Lemon & Mint Detergent Powder 500 g, 45.0, 45.0, 500 g, 226.0, https://rukminim1.flixcart.com/image/280/280/jk1grrk0/laundry-detergent/m/b/w/500-lemon-tide-plus-original-imaf7h5dzg2gpjgu.jpeg?q=70
537,KISFMF8JT6BFC9CZ, MACARIZE 2 in 1 JAPAN design Kitchen Steel All-Purpose Scissor, 131.0, 499.0, Black, Pack of 1, 621.0
538,MDMFHXD75QYVGKYF, Manna Badam Mix, 125.0, 250.0, 400 g, 255.0, https://rukminim1.flixcart.com/image/280/280/kjrh2fk0/milk-drink-mix/k/y/f/400-badam-mix-carton-manna-original-imafz9aubhfyzjcd.jpeg?q=70
539,MSCFUMWF3ZVWGRJK, Glow & Lovely Advanced Multivitamin Face Cream, 106.0, 106.0, 50 g, 345.0, https://rukminim1.flixcart.com/image/280/280/kgfg2vk0/moisturizer-cream/r/j/k/50-advanced-multivitamin-face-cream-cream-glow-lovely-original-imafwz6xfqgy52za.jpeg?q=70
540,NDFF4N9PPGZHA83Z, Apis Arabian Pearls Premium Fard Dates, 103.0, 115.0, 250 g, 228.0, https://rukminim1.flixcart.com/image/280/280/ji0lbbk0/nut-dry-fruit/8/3/z/250-arabian-pearls-premium-pouch-apis-original-imaf5xfusmaeuabh.jpeg?q=70
541,ARDFA6WQY6MHXUZT, Coca-Cola PET Bottle, 80.0, 90.0, 2 L, PET Bottle, 752.0
542,CHCFTGK93PHNNBBA, SNICKERS Bars, 99.0, 149.0, 168 g, 489.0, https://rukminim1.flixcart.com/image/280/280/kffq2kw0/chocolate/b/b/a/168-peanut-filled-chocolate-bar-family-treats-snickers-original-imafvwj2fbmfgfjf.jpeg?q=70
543,SMPEPGKYW9GZWYVT, Clinic Plus Strong & Thick Health Shampoo, 179.0, 189.0, 340 ml, 580.0, https://rukminim1.flixcart.com/image/280/280/jepzrm80/shampoo/y/v/t/340-strong-thick-health-shampoo-clinic-plus-original-imaf3chzdyutrjhs.jpeg?q=70
544,DRCFSFHZG9RPVYWP, Amul Fresh Pure Cream, 197.0, 197.0, 1 L, 960.0, https://rukminim1.flixcart.com/image/280/280/kfoapow0/dairy-cream/y/w/p/1000-whipping-cream-amul-original-imafw33fnw9ggxrs.jpeg?q=70
545,SAKET5NZWZSHYGMC, Dabur Hommade Tomato Puree, 23.0, 25.0, 200 g, 265.0, https://rukminim1.flixcart.com/image/280/280/ke0a7ww0/paste-puree/g/m/c/200-tomato-puree-hommade-tomato-puree-tetrapack-dabur-original-imafuskf4a7fgung.jpeg?q=70
546,CNCETZN83HDBECWQ, TANG Orange Instant Drink Mix, 124.0, 135.0, 500 g, 867.0, https://rukminim1.flixcart.com/image/280/280/jjx6g7k0/concentrate/c/w/q/orange-instant-drink-mix-tang-original-imaf7dqzhxtxjjua.jpeg?q=70
547,LDTET5UDMYQJWZ3K, Ariel Matic Top Load Detergent Powder 2 kg, 300.0, 449.0, 2 kg, 988.0, https://rukminim1.flixcart.com/image/280/280/kiyw9e80-0/washing-powder/1/p/s/matic-top-load-ariel-original-imafyn7wjfswrfpp.jpeg?q=70
548,SCMEXBGHSPQS3GUX, Flipkart Supermart Select Saunf Small, 37.0, 60.0, 100 g, 207.0, https://rukminim1.flixcart.com/image/280/280/k70spzk0/spice-masala/g/u/x/100-saunf-small-pouch-flipkart-supermart-select-whole-original-imafpck6frcczc9e.jpeg?q=70
549,NDLFAAAADQQDU3NH, Maggi Fusian Hong Kong Spicy Garlic Instant Noodles Vegetarian, 20.0, 20.0, 73 g, 866.0, https://rukminim1.flixcart.com/image/280/280/k1l1ea80/noodle/3/n/h/73-fusian-hong-kong-spicy-garlic-instant-noodles-maggi-original-imafh4g9pqhmkqgk.jpeg?q=70
550,CMFFJY67SZ9NZQXE, Chocoliebe Eclairs Plus Choco Caramel Candy, 45.0, 50.0, 156.4 g, 248.0, https://rukminim1.flixcart.com/image/280/280/k7285u80/candy-mouth-freshener/q/x/e/170-2-eclairs-plus-chocoliebe-original-imafpdwhwb4dxzzh.jpeg?q=70
551,WIPFWG897ZGHQ8CY, DETTOL Original, Sanitize Skin & Surfaces, Safe on Skin, Resealable Lock-lid, 116.0, 129.0
552,HWSFQY6FNQZRQTJ9, Savlon Handwash Moisture Shield Hand Wash Pouch, 207.0, 319.0, 1.5 L, 672.0, https://rukminim1.flixcart.com/image/280/280/k8ytaq80/hand-wash-sanitizer/t/j/9/1500-handwash-moisture-shield-pouch-savlon-original-imafqv7hnvyxuna7.jpeg?q=70
553,WFWEU7NTXTVHUUJJ, Dukes Nice, 49.0, 49.0, 3x150 g, 333.0, https://rukminim1.flixcart.com/image/280/280/j4hc5u80/cookie-biscuit/u/j/j/450-nice-combi-dukes-original-imaevdzgzhzhqmsm.jpeg?q=70
554,SCMETEMSAGQYHK9W, MTR Puliogare Powder, 115.0, 115.0, 200 g, 881.0, https://rukminim1.flixcart.com/image/280/280/j3nbwy80/spice-masala/k/9/w/200-pouch-puliyogare-mtr-foods-powder-original-imaeupacsgvewd4z.jpeg?q=70
555,MDMEUD8PWUYYRG6Q, Protinex Tasty Chocolate Flavour, 498.0, 560.0, 400 g, 276.0, https://rukminim1.flixcart.com/image/280/280/kgzg8sw0/energy-sport-drink-mix/c/s/w/400-na-protinex-original-imafx3z336h9gehc.jpeg?q=70
556,NDFFGHMXT8GXWBNF, Happilo Premium Seedless Green Raisins, 276.0, 325.0, 500 g, 316.0, https://rukminim1.flixcart.com/image/280/280/kgcl7680/nut-dry-fruit/b/n/f/500-premium-seedless-green-pouch-happilo-original-imafwhmv29cg7zsa.jpeg?q=70
557,CHPFST2PBKXWXNDG, CRAX Fritts Chips, 27.0, 45.0, 3x41 g, 731.0, https://rukminim1.flixcart.com/image/280/280/kekadu80/chips/n/d/g/123-fritts-cream-and-onion-crax-original-imafv76esusabfhn.jpeg?q=70
558,NDFFNHCYHNHKFTEZ, Regency Dried Blueberry, 158.0, 240.0, 75 g, 219.0, https://rukminim1.flixcart.com/image/280/280/k70spzk0/nut-dry-fruit/t/e/z/75-dried-blueberry-pouch-regency-original-imafpcv7hfpqr7sz.jpeg?q=70
559,SOPFRCY3AWYYH6G9, Godrej Protekt Health Bathing Soap | Citrus Fragrance | Anti-bacterial with 99.9% Germ Protection, 234.0, 260.0, 8x100 g, 382.0, https://rukminim1.flixcart.com/image/280/280/kelptow0/soap/6/g/9/8-800-health-bathing-soap-citrus-fragrance-anti-bacterial-with-original-imafv8xwrtneg4ug.jpeg?q=70
560,NDFFYMWZ9PRWSC3T, Farmley Roasted & Flavored Makhana - Mint 180g Pack for 2 (90g Each) Fox Nut, 239.0, 358.0, 2x90 g, 489.0, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/b/g/y/180-roasted-flavored-makhana-mint-180g-pack-for-2-90g-each-mason-original-imafyhqa9yqcjkdb.jpeg?q=70
561,NDFFYMWZSJXVGRUP, Farmley Roasted & Flavored Makhana - Peri Peri 180g Pack for 2 (90g Each) Fox Nut, 223.0, 358.0, 2x90 g, 248.0, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/b/3/y/180-roasted-flavored-makhana-peri-peri-180g-pack-for-2-90g-each-original-imafyhqrmyjb8chj.jpeg?q=70
562,NDFFYMWZPDRFZ7YA, Farmley Roasted & Flavored Makhana - Cream N Onion 180g Pack for 2 (90g Each) Fox Nut, 244.0, 358.0, 2x90 g, 361.0, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/q/c/s/180-roasted-flavored-makhana-cream-n-onion-180g-pack-for-2-90g-original-imafyhqgyjtkzewk.jpeg?q=70
563,SMPD9FYFA5QGANXK, DOVE Dryness Care Shampoo, 242.0, 255.0, 340 ml, 394.0, https://rukminim1.flixcart.com/image/280/280/kmxsakw0/shampoo/t/l/d/340-dryness-care-shampoo-dove-original-imagfqdrzndwbjcg.jpeg?q=70
564,NDFFYMWZQPWHYUCV, Farmley Roasted & Flavored Makhana - Tangy Tomato 180g Pack for 2 (90g Each) Fox Nut, 227.0, 358.0, 2x90 g, 451.0, https://rukminim1.flixcart.com/image/280/280/kl175ow0/nut-dry-fruit/k/z/r/roasted-flavored-makhana-tangy-tomato-180g-pack-for-2-90g-each-original-imagy8p3czph7faw.jpeg?q=70
565,NDFFYMWZYYHM3T3R, Farmley Roasted & Salted Makhana 180g Pack for 2 (90g Each) Fox Nut, 244.0, 358.0, 2x90 g, 124.0, https://rukminim1.flixcart.com/image/280/280/kixgtjk0-0/nut-dry-fruit/w/x/i/180-roasted-salted-makhana-180g-pack-for-2-90g-each-mason-jar-original-imafyhqcx9wmkxrc.jpeg?q=70
566,CNCEVYXFCRGYHCZA, HERSHEY'S Chocolate Flavor Syrup Chocolate, 81.0, 90.0, 200 g, 190.0, https://rukminim1.flixcart.com/image/280/280/jeykeq80/concentrate/c/z/a/200-choco-syrup-hershey-s-original-imaf3j7rdsu5pafv.jpeg?q=70
567,SHCFGHYYUMKZ4256, GILLETTE Fusion Cartridge, 1827.0, 2150.0, 10 Units, 111.0, https://rukminim1.flixcart.com/image/280/280/ki96c280-0/shaving-cartridge/k/9/q/fusion-cartridge-gillette-original-imafy2vvhvadrfzp.jpeg?q=70
